topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest",27,"['ridiculous', 'insane', 'bullshit', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'thata', 'complete', 'absurd', 'dumbest', 'foolish', 'ludicrous', 'vain', 'utter', 'total', 'lame', 'youa', 'thing', 'stupidity', 'totally', 'ita', 'ignorant', 'idiotic']",Insane Arguments,"The couple, exasperated, argues ridiculously in the kitchen.","relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"The top keywords 'ridiculous', 'insane', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'absurd' indicate intense, absurd arguments. The snippets confirm this, with phrases like 'ridiculous.', 'this is ridiculous.', and 'fucking ridiculous'. The setting is implied by the keyword 'kitchen' and the activity by the repeated use of argument-related terms.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('ridiculous', 'how fucking great is that? fucking ridiculous') suggest a negative, dismissive, or sarcastic attitude, which could indicate a breakup or separation (R7). The main taxonomy category 'Conflict, Distance & Breakup Threats' also supports this interpretation."
38,"looks, gaze, stares, glare, stare, look, glances, looked, glanced, staring",27,"['looks', 'gaze', 'stares', 'glare', 'stare', 'look', 'glances', 'looked', 'glanced', 'staring', 'turns', 'glance', 'stared', 'sees', 'expression', 'wide', 'looking', 'chin', 'blinks', 'widen', 'meet', 'eye', 'peer', 'head', 'brows', 'glares', 'brow']",Eye Contact And Staring,"She stares up at him, holding his gaze, as he looks down at her.","romance_core, physical_affection","setting:bedroom, activity:staring",False,"The top keywords 'gaze', 'glare', 'look', 'stare' and the snippets show characters looking at each other, emphasizing eye contact and staring. This is a common romantic scene where characters connect emotionally.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets focus on eye contact and gazing between the hero and heroine, indicating sexual tension and attraction. This is before any commitment or union scene, so it fits Radway's function R4 - Heroine interprets hero's behaviour as purely sexual interest."
40,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job",27,"['loves', 'doesna', 'needs', 'says', 'miaa', 'wants', 'left', 'likes', 'lot', 'job', 'obviously', 'wona', 'upset', 'gets', 'hasna', 'ago', 'told', 'comes', 'wut', 'yeah', 'isna', 'knows', 'community', 'did', 'works', 'manager', 'awesome']",Upset About Job,"She struggles with her feelings about her job, confiding in a friend.","relationship_conflict, domestic_life","setting:home, activity:confiding",False,"Keywords 'job', 'upset', 'friend' indicate a conflict related to work. Snippets show her expressing her feelings, suggesting a scene of emotional struggle and confiding in someone close.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,low,"The topic revolves around the heroine expressing love for the hero, which could be interpreted as antagonistic behavior in the initial stages of the romance, as she may be pushing back against his advances or expressing her feelings despite his initial coldness or ambiguity."
41,"ia, used, going, complaining, anymore, ready, heartless, ashamed, wrong, doing",27,"['ia', 'used', 'going', 'complaining', 'anymore', 'ready', 'heartless', 'ashamed', 'wrong', 'doing', 'scared', 'asking', 'picky', 'leaving', 'type', 'saying', 'exactly', 'wired', 'allowed', 'anythinga', 'hardly', 'acting', 'human', 'bombing', 'trying', 'proud', 'cleaners']",Confused About Feelings,"She sits alone, confused about her feelings for him.","romance_core, relationship_conflict","setting:solo, activity:reflecting",False,"The top keywords 'confused', 'feelings', and 'human' indicate a state of emotional turmoil. The snippets show a character grappling with their emotions, with no clear action or setting beyond their internal state.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('twerps', 'confused', 'not as long as I'm here') suggest a heroine reacting antagonistically to the hero, fitting R2. The negative emotions and distress taxonomy group further supports this, as it often indicates conflict or resistance in the heroine–hero relationship."
44,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",27,"['mothera', 'moma', 'stepmother', 'died', 'mamaa', 'moms', 'motherhood', 'telling', 'tell', 'traumatizing', 'wouldna', 'jackass', 'calling', 'dealt', 'asked', 'proud', 'mammaa', 'youa', 'children', 'isna', 'adopting', 'ass', 'realizea', 'make', 'think', 'undivided', 'heard']",Mother-player Relationship Struggles,the player struggles with his mother's expectations and emotional state in their home.,"romance_core, relationship_conflict","setting:home, activity:arguing",False,"The keywords 'stepmother', 'moms', 'motherhood', and 'children' indicate a focus on the mother-son relationship. The snippets show a son dealing with his mother's emotional state and expectations, supporting the labels and categories chosen.",5.1,Family & Kinship,Social World Outside Couple,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's mother, creating conflict and distance in the relationship. This is a common narrative function in Phase I, where the heroine and hero are separated or threatened by external factors."
45,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just",27,"['want', 'need', 'wanted', 'needed', 'thata', 'exactly', 'isna', 'wanting', 'tell', 'just', 'thisa', 'thing', 'desperately', 'toa', 'badly', 'say', 'things', 'decide', 'whata', 'isn', 'jus', 'cajoled', 'really', 'demand', 'bearded', 'needing', 'stuff']",Wanting Something,"She wants something, expressing her desire.","romance_core, relationship_conflict","setting:none, activity:expressing_desire",False,"The top keyword 'want' and the snippets 'to want me.', 'to want.', 'i want one.' indicate a scene where someone is expressing their desire for something. This is a core romantic scene as it involves expressing feelings, which is the focus of the 'romance_core' category. The 'relationship_conflict' category is included because the topic could involve conflict or tension around what is being wanted.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,low,"The topic's keywords ('want', 'want me') suggest the heroine's perception of the hero's interest, which is likely interpreted as purely sexual before any commitment, fitting R4."
46,"didn, hardya, wasn, murmured, looked, pickup, wondered, couldn, heard, gave",27,"['didn', 'hardya', 'wasn', 'murmured', 'looked', 'pickup', 'wondered', 'couldn', 'heard', 'gave', 'spoke', 'oaks', 'knew', 'saw', 'lifted', 'glanced', 'came', 'replied', 'linemen', 'glance', 'wouldn', 'understood', 'stood', 'grinned', 'scoundrel', 'gaze', 'attraction']",Attraction At First Glance,"She notices him across the room, their eyes meeting briefly before she looks away, feeling a spark of attraction.","romance_core, physical_affection","setting:room, activity:eye_contact",False,"The keywords 'glance', 'gaze', 'attraction' and 'scoundrel' suggest a moment of initial attraction. The snippets confirm this, with phrases like 'didn't think i was idealizing hardy' and 'she didn't ask about hardy', indicating a brief, fleeting moment of interest.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets focus on the heroine's thoughts about the hero (Hardy), suggesting she's interpreting his behavior primarily through a sexual or romantic lens, which aligns with R4 (Heroine interprets hero's behavior as purely sexual interest). The lack of explicit sexual acts or commitment discussions rules out R12 or R11. The topic's placement in the 'Attraction & Sexual Tension' category further supports this interpretation."
50,"didna, didn, wasna, wouldna, couldna, hadna, wasn, couldn, idea, hadn",27,"['didna', 'didn', 'wasna', 'wouldna', 'couldna', 'hadna', 'wasn', 'couldn', 'idea', 'hadn', 'used', 'hoped', 'help', 'bother', 'clue', 'mind', 'simply', 'problem', 'thought', 'knew', 'stir', 'control', 'want', 'explain', 'mentioned', 'wouldn', 'wrong']",Unclear Relationship Feelings,"The couple sits in the car, struggling to express their uncertain emotions.","romance_core, relationship_conflict","setting:car, activity:discussion",False,"The keywords 'idea', 'help', 'clue', and 'problem' suggest a situation where the couple is trying to figure something out. The snippets 'he didnât' and 'he didnât get hard' imply a lack of clarity or progress in their relationship, supported by the nouns 'problem' and 'control'.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('he didnât', 'one he didnât have', 'he didnât get hard') suggest a physical or emotional separation between the hero and heroine, fitting Radway's function R7."
52,"sama, www, didn, event, mocking, muttered, answered, masculine, shattering, unethical",27,"['sama', 'www', 'didn', 'event', 'mocking', 'muttered', 'answered', 'masculine', 'shattering', 'unethical', 'nerd', 'won', 'barked', 'argue', 'networking', 'hima', 'completely', 'chuckled', 'appeared', 'completing', 'plenty', 'discard', 'graveled', 'couldn', 'groaned', 'hadn', 'didna']",Unclear Relationship Feelings,"He wanted to understand everything about her, but her past caught up with them at home.","romance_core, relationship_conflict","setting:home, activity:investigation",False,"The keywords 'event', 'problem', 'thought', and 'home' suggest a situation where he is trying to understand her, but her past ('unethical', 'sins') is causing issues. The snippets confirm this, showing his desire to learn about her ('he wanted to find out everything he could') and the consequences of her past actions ('samâs sins finally caught up with him').",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and hidden information, which often leads to misunderstandings and ambiguous behaviour from the hero. This ambiguity can create confusion and tension in the heroine, fitting Radway's function R3 (Hero responds ambiguously to heroine)."
58,"look, youa, stunning, seen, attractive, sweeter, breathtakingly, absolutely, utterly, looks",27,"['look', 'youa', 'stunning', 'seen', 'attractive', 'sweeter', 'breathtakingly', 'absolutely', 'utterly', 'looks', 'theya', 'ita', 'spectator', 'sweetness', 'ly', 'talented', 'think', 'wonderful', 'thing', 'aesthetic', 'beautifula', 'elegance', 'extravagant', 'thank', 'goofy', 'outfit', 'incredibly']",Compliments And Flirting,She receives compliments about her appearance from him.,"romance_core, physical_affection","setting:public, activity:flirting",False,"The top keywords 'stunning', 'attractive', 'sweet', and 'wonderful' indicate admiration and attraction. The snippets show a man complimenting a woman, suggesting a romantic or flirtatious scene.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets ('you look good', 'you look beautiful', 'you'll look hot') indicate early attraction and flirtation, which is typical of Phase I in the romance arc. The heroine interprets the hero's behaviour as purely sexual interest, fitting Radway's function R4."
59,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks",27,"['tristana', 'smiles', 'replies', 'broadly', 'laughs', 'puts', 'glares', 'mutters', 'harrya', 'asks', 'says', 'deadpan', 'widen', 'pulls', 'looks', 'glance', 'listens', 'calls', 'turns', 'stares', 'takeover', 'snaps', 'goofily', 'horror', 'sits', 'watches', 'whispers']",Silent Staring Conversation,"The couple sits silently, staring at each other, trying to read each other's expressions.","romance_core, relationship_conflict","setting:living_room, activity:staring",False,"The keywords 'smiles', 'replies', 'laughs', 'glares', 'mutters', 'looks', 'listens', 'calls', 'stares' and the snippets indicate a scene where characters are communicating non-verbally through facial expressions and body language, suggesting a romantic or conflictual relationship moment.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and distance, with the heroine worrying about whether to speak up and the heroine's eyes avoiding the hero's. This suggests a separation or breakup threat, fitting R7."
62,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful",27,"['josha', 'declana', 'woulda', 'didna', 'months', 'med', 'frienda', 'chess', 'situation', 'careful', 'announced', 'ago', 'opposite', 'drawled', 'lessons', 'imposter', 'days', 'central', 'hea', 'wouldna', 'lie', 'knew', 'month', 'farewell', 'devona', 'nowa', 'half']",Months Of Careful Lies,"He carefully lies about his past, trying to hide his true self from her.","relationship_conflict, domestic_life","setting:home, activity:lying",False,"The keywords 'months', 'careful', 'lie' indicate a prolonged period of deception. The snippets show a character hiding aspects of their life, creating conflict in their relationship.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around misunderstandings and hidden information between the characters, which often leads to separation or distance in the relationship. The mention of Josh's name causing a flinch and the drastic difference in their collections suggest emotional distance and lack of understanding, fitting R7."
63,"lie, lied, lying, lies, deception, truths, outright, omission, liara, believe",27,"['lie', 'lied', 'lying', 'lies', 'deception', 'truths', 'outright', 'omission', 'liara', 'believe', 'falsely', 'wasna', 'liea', 'wona', 'deceive', 'total', 'consummate', 'cana', 'deceived', 'cheater', 'faults', 'knew', 'youa', 'blurring', 'tell', 'motives', 'dona']",Deceptive Relationship,"She lies to him about her whereabouts, trying to hide her true feelings.","romance_core, relationship_conflict","setting:home, activity:lying",False,"The top keywords 'lie', 'lies', 'deception', and 'truths' indicate a focus on dishonesty. The snippets show a character hiding something, which supports the label 'Deceptive Relationship'. The primary categories 'romance_core' and 'relationship_conflict' are chosen because the topic revolves around emotional bonding and tension in a relationship. The secondary categories 'setting:home' and 'activity:lying' are based on the keyword 'home' and the action implied by the keywords 'lie' and 'lies'.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and lies, which often lead to misunderstandings and separations in romance narratives. The phrase 'but why lie?' suggests a conflict that could lead to a breakup or physical separation, fitting R7."
64,"huxleya, says, asks, lottiea, secure, questions, jpa, davea, glance, stands",27,"['huxleya', 'says', 'asks', 'lottiea', 'secure', 'questions', 'jpa', 'davea', 'glance', 'stands', 'looks', 'answers', 'murder', 'builds', 'request', 'lifts', 'showing', 'say', 'adds', 'observing', 'door', 'shuts', 'youa', 'did', 'going', 'doing', 'fianca']",Doorway Questions And Answers,"The couple pauses at the door, asking and answering questions before moving on.","romance_core, social_setting","setting:doorway, activity:questioning",False,"The top keywords 'questions', 'answers', 'door' indicate a repeated pattern of questioning at doorways. The snippets show characters asking and answering questions as they move through doorways together.",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,low,"The topic's main category 'Meeting, First Impressions & Setup' suggests initial conflict or isolation, fitting R1. However, the lack of keywords and snippets makes the confidence low."
65,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta",27,"['excuse', 'aye', 'alright', 'look', 'ew', 'excellent', 'bye', 'called', 'lottiea', 'buta', 'correct', 'redemption', 'er', 'district', 'corrects', 'blackmail', 'funny', 'explosion', 'explains', 'fascinating', 'equally', 'lovebites', 'blinda', 'eagles', 'chutiya', 'coined', 'gardnera']",Apologetic Excuse Me,"She hesitates, then says 'excuse me' in a soft, uncertain voice.","relationship_conflict, romance_core","setting:none, activity:saying_sorry",False,"The keyword 'excuse me' appears repeatedly in the snippets, indicating an apology. The label and categories reflect this conflict and emotional core of the topic.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('âexcuse me?', repeated) suggest a separation or breakup threat, fitting R7."
66,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",27,"['didn', 'couldn', 'swallowed', 'glanced', 'nodded', 'hadn', 'giggled', 'wasn', 'despite', 'friend', 'wouldn', 'sighed', 'blushed', 'smiled', 'sucked', 'breath', 'isn', 'thought', 'whispered', 'shrugged', 'cringed', 'buckles', 'wore', 'wiggled', 'numb', 'moan', 'vulgar']",Bluffing About Feelings,Abbey struggles to understand and express her feelings while interacting with someone.,"relationship_conflict, romance_core","setting:conversation, activity:arguing",False,"The keywords 'bluff', 'feelings', and 'didn't care' along with the snippets indicating Abbey's confusion and lack of understanding support the label 'Bluffing About Feelings'. The primary categories 'relationship_conflict' and 'romance_core' are chosen because the topic revolves around Abbey's emotional struggle in a relationship context.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets show Abbey's emotional withdrawal and guardedness, which aligns with R5 - Heroine responds with anger or coldness. The main taxonomy group 'Negative Emotions & Distress' also supports this interpretation."
