topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
19,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",27,"['stomach', 'chest', 'blood', 'veins', 'temples', 'spine', 'belly', 'adrenaline', 'heartbeat', 'beating', 'tingle', 'races', 'begins', 'shiver', 'beat', 'pounds', 'beats', 'racing', 'flutters', 'thuds', 'rate', 'thud', 'stabs', 'endings', 'pounding', 'knots', 'twists']",Adrenaline-fueled game,She feels her heart race and stomach flutter as he traces her veins with his fingers during intense foreplay.,"sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:touching",False,"The keywords 'stomach', 'chest', 'blood', 'veins', 'adrenaline', and 'tingle' suggest a heightened emotional and physical state. The snippets confirm this, mentioning heart racing and stomach fluttering, indicating intense arousal and foreplay.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets, such as 'my stomach feels like it's carrying a cannonball' and 'my heart hammers in my chest', suggest a strong emotional response accompanying the sexual act, further supporting R12."
24,"rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse",27,"['rings', 'buzzes', 'pocket', 'rang', 'screen', 'cellphone', 'nightstand', 'ringing', 'message', 'purse', 'buzzed', 'phones', 'vibrates', 'messages', 'dialed', 'grab', 'pinged', 'dings', 'app', 'blackberry', 'pull', 'pick', 'bag', 'beeps', 'check', 'desk', 'checked']",Phone Notifications During Night,"She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.","domestic_life, relationship_conflict","setting:bedroom, activity:texting",False,"The top keywords 'phone', 'buzzes', 'nightstand', and 'message' indicate that the topic revolves around phone notifications during nighttime. The snippets confirm this, showing characters reacting to their phones buzzing or vibrating at night.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about a phone buzzing, which is a background context and not directly related to the heroine–hero relationship. It does not correspond to any of Radway's 13 functions."
27,"door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",27,"['door', 'doors', 'opened', 'car', 'stairs', 'shut', 'stepped', 'purse', 'headed', 'walked', 'unlocked', 'hall', 'opens', 'closed', 'button', 'knocked', 'elevators', 'lock', 'knob', 'climbed', 'hallway', 'doorway', 'pulled', 'passenger', 'inside', 'slammed', 'entrance']",Exiting Through Doorways,"She opened the door and stepped out into the hallway, leaving him behind in the car.","domestic_life, social_setting","setting:doorway, activity:exiting",False,"The top keywords 'door', 'doors', 'car', and 'stairs' indicate a scene of exiting through doorways. The snippets confirm this, showing characters opening doors and leaving through them.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on mundane actions and objects, not the heroine–hero relationship. It lacks keywords, labels, or summaries related to romance or conflict, and its taxonomy group is 'Domestic Spaces & Routines', which is not central to the heroine–hero arc."
29,"minutes, weeks, months, days, week, hours, years, month, seconds, hour",27,"['minutes', 'weeks', 'months', 'days', 'week', 'hours', 'years', 'month', 'seconds', 'hour', 'ago', 'longer', 'ita', 'couple', 'minute', 'passed', 'longest', 'decades', 'later', 'maybe', 'weeksa', 'eta', 'half', 'took', 'lasted', 'counting', 'need']",Time Perception Distortion,"She felt like hours had passed, but it was only minutes.","romance_core, relationship_conflict","setting:undefined, activity:waiting",False,"The top keywords 'minutes', 'hours', and 'seconds' indicate a focus on time perception. The snippets show this time being experienced as distorted, with 'sixty minutes of your time' and 'the minutes feel like hours'. This label captures the typical scene of time passing differently due to emotional state.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, labels, or summaries related to the heroine–hero relationship, and it's not categorized under romance_core or relationship dynamics. It only discusses time duration, which is not a narrative function in Radway's taxonomy."
30,"game, hockey, puck, players, games, play, player, teams, goalie, goal",27,"['game', 'hockey', 'puck', 'players', 'games', 'play', 'player', 'teams', 'goalie', 'goal', 'offs', 'baseball', 'season', 'stadium', 'football', 'series', 'basketball', 'playoffs', 'sports', 'overtime', 'league', 'playing', 'period', 'nhl', 'teama', 'net', 'fans']",Hockey Game Action,"The couple watches a hockey game, focusing on the players and the puck.","social_setting, romance_core","setting:sports_event, activity:watching_game",False,"The top keywords 'game', 'hockey', 'puck', 'players' indicate a focus on a hockey game. The snippets confirm this, with phrases like 'game on.' and '[NAME] is looking at me with his hockey game face.' This topic describes a social setting where the couple engages in shared interest and bonding over a hockey game.",8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on a 'game' context, which is not directly related to the heroine–hero relationship or their emotional journey. The Stage 2 taxonomy group 'Public & Leisure Spaces' further confirms this topic's background nature."
32,"firmly, offense, answered, youa, say, flatly, problem, replied, saying, wona",27,"['firmly', 'offense', 'answered', 'youa', 'say', 'flatly', 'problem', 'replied', 'saying', 'wona', 'shook', 'ita', 'answer', 'reply', 'quickly', 'did', 'head', 'worries', 'dona', 'want', 'intercourse', 'thata', 'plans', 'countered', 'asked', 'says', 'didna']",Argument About Saying No,She argues with him about not having a say in the matter.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'say', 'no', 'answer', and 'hesitation' along with the snippets showing a back-and-forth argument support the label and categories.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,high,"The topic revolves around arguments and resistance from the heroine, which is characteristic of Radway's R2 function. The snippets show the heroine pushing back against the hero with obstinacy and refusal to listen, aligning with the antagonistic response described in R2."
33,"business, company, dollars, pay, job, million, thousand, paid, investment, cost",27,"['business', 'company', 'dollars', 'pay', 'job', 'million', 'thousand', 'paid', 'investment', 'cost', 'profit', 'paycheck', 'billion', 'income', 'bank', 'buy', 'companies', 'lot', 'dollar', 'moneya', 'account', 'arrangement', 'deal', 'bucks', 'paying', 'companya', 'transaction']",Business Discussion,The couple discusses business matters at the dinner table.,"domestic_life, work_or_school","setting:dinner_table, activity:discussion",False,"The top keywords 'business', 'company', and 'job' indicate a business context. The snippets show a conversation happening, likely at a dinner table, as suggested by the phrase 'âyour new business.â he deflated.'",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's business world, which is not directly related to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions."
42,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",27,"['sexual', 'intimate', 'virginity', 'intimacy', 'having', 'sexually', 'blowing', 'sexa', 'sexuality', 'just', 'unprotected', 'havena', 'meaningless', 'sexiest', 'thing', 'experience', 'ita', 'feels', 'affair', 'best', 'aspect', 'chemistry', 'sexier', 'rule', 'virgins', 'physical', 'isna']",Exploring Virginity,She tentatively explores her virginity with him.,"romance_core, sexual_content","setting:bedroom, activity:exploring_virginity",False,"The top keywords 'virginity', 'sexual', and 'intimacy' indicate a scene focused on exploring virginity. The snippets confirm this, mentioning 'sexual' and 'dirty mind', suggesting a sexual context. The label 'Exploring Virginity' and the scene summary capture this theme, with the secondary categories specifying the bedroom setting and the sexual activity.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category 'Explicit Sexual Acts' directly corresponds to Radway's R12, as it describes sexual acts and foreplay, combining erotic fulfilment and emotional acceptance."
49,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",27,"['babysitter', 'babya', 'born', 'babysit', 'healthy', 'having', 'want', 'infant', 'raise', 'youa', 'months', 'harming', 'need', 'thata', 'outsiders', 'dona', 'fetal', 'epidural', 'unprotected', 'inflated', 'coos', 'hold', 'raising', 'health', 'newborn', 'adopt', 'term']",Hiring A Babysitter,She realizes she needs a babysitter for her infant.,"domestic_life, social_setting","setting:home, activity:calling",False,"The top keyword 'babysitter' and snippet 'i need a babysitter.' indicate the main action. The keyword 'infant' and snippet '[NAME] just called' suggest the context is domestic life, with the setting being at home. The keyword 'outsiders' and snippet 'i had no idea what a babysitter would charge' imply a social setting, as she's dealing with an external service.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets indicate that this topic is about finding a babysitter, which is a practical task related to the heroine's daily life but not directly tied to her relationship with the hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
51,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed",27,"['maddiea', 'sama', 'karaa', 'clinic', 'answered', 'didn', 'tremulous', 'couldn', 'friend', 'sighed', 'wasn', 'sister', 'physician', 'rolled', 'results', 'unable', 'hugged', 'expression', 'smiled', 'knew', 'shamed', 'later', 'melted', 'released', 'wept', 'lost', 'wedged']",Emotional Support At Clinic,"She sat trembling in the clinic, her sister beside her, as they awaited the physician's results.","romance_core, relationship_conflict","setting:clinic, activity:awaiting_results",False,"The keywords 'clinic', 'tremulous', 'friend', 'sister', and 'results' indicate a medical setting with emotional tension. The snippets show a character awaiting news, supported by a sibling, which suggests emotional bonding and relationship conflict.",5.2,Friends & Social Circles,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets do not relate to the heroine–hero relationship, focusing instead on the heroine's interactions with her friend Maddie and her own internal thoughts. The Stage 2 taxonomy groups it under 'Friends & Social Circles' and 'Negative Emotions & Distress', further emphasizing its peripheral role in the romance narrative."
54,"rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings",27,"['rang', 'dialed', 'message', 'texted', 'screen', 'picked', 'pocket', 'texting', 'checked', 'rings', 'hung', 'buzzed', 'texts', 'ear', 'pulled', 'pulls', 'ringing', 'numbers', 'voicemail', 'called', 'sent', 'phonea', 'purse', 'tracking', 'picture', 'messages', 'app']",Phone Ringing And Answering,"The phone rings, and someone picks it up.","domestic_life, social_setting","setting:phone, activity:answering",False,"The top keywords 'rang', 'ringing', 'phone', and 'picked' indicate a repeated action of the phone ringing and being answered. The snippets confirm this action in different contexts, with 'mama' and '[NAME]' picking up the phone.",8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets indicate that this topic is about phone calls, which is a background context and not directly related to the heroine–hero relationship. It does not belong to the 'Relationship Trajectory (Main Couple)' or 'Sexuality, Attraction & Intimacy' taxonomy groups, and it does not involve any emotional, sexual, or conflict-related content between the heroine and the hero."
55,"wants, want, knows, needs, need, hera, needed, teach, ita, likes",27,"['wants', 'want', 'knows', 'needs', 'need', 'hera', 'needed', 'teach', 'ita', 'likes', 'dona', 'think', 'thata', 'gratification', 'wantsa', 'cana', 'definitely', 'wanted', 'includes', 'doga', 'tell', 'gets', 'belong', 'possess', 'means', 'course', 'desires']",Dominatrix Session,"A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.","sexual_content, domestic_life","setting:bedroom, activity:BDSM, sexual:dominatrix",False,"The top keywords 'dominatrix', 'gratification', 'means', and 'sexual' indicate a sexual scenario involving a dominatrix. The snippets confirm this, showing the client's desire to please the dominatrix and her control over the situation.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category, 'Explicit Sexual Acts', directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets also suggest a focus on the heroine's desires and the hero's willingness to fulfill them, which is a common theme in union scenes."
56,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall",27,"['sleep', 'asleep', 'slept', 'nap', 'hours', 'wake', 'night', 'woke', 'nighta', 'fall', 'lack', 'tired', 'nights', 'fallen', 'hour', 'couldna', 'insomnia', 'havena', 'need', 'sleepa', 'bed', 'middle', 'drifted', 'drift', 'exhausted', 'sleeps', 'cana']",Sleep Deprivation,"She tosses and turns, unable to find rest in the quiet bedroom.","romance_core, domestic_life","setting:bedroom, activity:sleeping",False,"The top keywords 'sleep', 'asleep', 'nap', 'hours', and 'night' indicate a focus on sleep. The snippets describe struggles with sleep, such as 'it was the sweetest sleep i ever had' and 'i never sleep this late'. This topic represents a common experience in romantic fiction, where characters' sleep patterns are affected by stress or emotional turmoil.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, label, or scene summary, and it's not categorized under romance_core or any main couple relationship trajectory. It's about sleep, which is a background context, not a central part of the heroine–hero relationship arc."
57,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, showering, showered",27,"['shower', 'bathroom', 'bath', 'tub', 'toilet', 'bathtub', 'showers', 'restroom', 'showering', 'showered', 'spray', 'stall', 'quick', 'showerhead', 'toilets', 'towel', 'use', 'jacuzzi', 'walk', 'bathrooms', 'running', 'turn', 'robe', 'clothes', 'need', 'washing', 'suite']",Shower Hygiene,"The couple heads into the bathroom, with one of them taking a shower.","domestic_life, physical_affection","setting:bathroom, activity:showering",False,"The top keywords 'shower', 'bathroom', and 'bathtub' indicate a scene centered around showering. The snippets confirm this, with characters either taking a shower or preparing to do so.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about daily routines and activities, specifically showering, which is not a narrative function in the heroine–hero romance arc."
58,"look, youa, stunning, seen, attractive, sweeter, breathtakingly, absolutely, utterly, looks",27,"['look', 'youa', 'stunning', 'seen', 'attractive', 'sweeter', 'breathtakingly', 'absolutely', 'utterly', 'looks', 'theya', 'ita', 'spectator', 'sweetness', 'ly', 'talented', 'think', 'wonderful', 'thing', 'aesthetic', 'beautifula', 'elegance', 'extravagant', 'thank', 'goofy', 'outfit', 'incredibly']",Compliments And Flirting,She receives compliments about her appearance from him.,"romance_core, physical_affection","setting:public, activity:flirting",False,"The top keywords 'stunning', 'attractive', 'sweet', and 'wonderful' indicate admiration and attraction. The snippets show a man complimenting a woman, suggesting a romantic or flirtatious scene.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets ('you look good', 'you look beautiful', 'you'll look hot') indicate early attraction and flirtation, which is typical of Phase I in the romance arc. The heroine interprets the hero's behaviour as purely sexual interest, fitting Radway's function R4."
60,"bossa, ceos, employee, bosses, board, company, manager, job, hea, youa",27,"['bossa', 'ceos', 'employee', 'bosses', 'board', 'company', 'manager', 'job', 'hea', 'youa', 'chief', 'rule', 'technically', 'appoint', 'work', 'secretary', 'national', 'paints', 'position', 'role', 'appointed', 'employees', 'operations', 'leader', 'dictator', 'bossman', 'description']",Boss's Boss Interaction,The employee interacts with their boss's boss in a professional setting.,"work_or_school, relationship_conflict","setting:office, activity:discussion",False,"The top keywords 'ceos', 'employee', 'bosses', 'board', 'company' indicate a business context. The snippets mention interactions with the boss's boss, suggesting a professional relationship dynamic. The label and scene summary reflect this, with primary categories of 'work_or_school' and 'relationship_conflict'.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on work hierarchy and professional relationships, not the heroine–hero romance arc. The Stage 2 taxonomy confirms this, placing the topic under 'Hero's Elite Work & Business World'."
69,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",27,"['hurts', 'guilt', 'painful', 'hurting', 'experiencing', 'painkillers', 'guilty', 'injury', 'agony', 'inflict', 'caused', 'ache', 'physical', 'gut', 'pierced', 'wona', 'feeling', 'cana', 'pricks', 'pleasure', 'hits', 'dulled', 'ached', 'helps', 'alive', 'slices', 'palpable']",Painful Emotional Burden,She struggles with the emotional pain and guilt that weigh heavily on her heart.,"romance_core, relationship_conflict","setting:mind, activity:struggling",False,"The top keywords 'hurts', 'guilt', 'painful', and 'injury' indicate emotional distress. The snippets confirm this, with phrases like 'it fucking hurts' and 'this hurts'. The lack of explicit sexual terms and the focus on emotional pain lead to a non-sexual label and romance-focused categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic's representative snippets repeatedly express pain and distress, indicating a major blow to the heroine's emotional state, which is characteristic of Radway's R1 function. The lack of keywords, label, or scene summary, and the absence of romance_core or relevant taxonomy groups further support this interpretation."
