topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
32,"firmly, offense, answered, youa, say, flatly, problem, replied, saying, wona",27,"['firmly', 'offense', 'answered', 'youa', 'say', 'flatly', 'problem', 'replied', 'saying', 'wona', 'shook', 'ita', 'answer', 'reply', 'quickly', 'did', 'head', 'worries', 'dona', 'want', 'intercourse', 'thata', 'plans', 'countered', 'asked', 'says', 'didna']",Argument About Saying No,She argues with him about not having a say in the matter.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'say', 'no', 'answer', and 'hesitation' along with the snippets showing a back-and-forth argument support the label and categories.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,high,"The topic revolves around arguments and resistance from the heroine, which is characteristic of Radway's R2 function. The snippets show the heroine pushing back against the hero with obstinacy and refusal to listen, aligning with the antagonistic response described in R2."
34,"huntera, cards, california, glanced, archery, turned, chips, shoulder, gritted, threw",27,"['huntera', 'cards', 'california', 'glanced', 'archery', 'turned', 'chips', 'shoulder', 'gritted', 'threw', 'deadpanned', 'shared', 'half', 'dragged', 'groaned', 'eclectic', 'direction', 'believed', 'musta', 'gretchena', 'attendees', 'preventing', 'hunting', 'glancing', 'familya', 'agreed', 'kept']",Archery Hunting,"The couple, wary of each other, engages in a game of archery at a hunting event.","domestic_life, physical_affection","setting:outdoors, activity:hunting, activity:archery",False,"The top keywords 'archery', 'hunting', and 'wary' suggest a competitive outdoor activity with tension between the participants. The snippets confirm this, showing interactions related to hunting and archery.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
35,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment",27,"['silent', 'fell', 'remained', 'beat', 'stays', 'descends', 'awkward', 'stretched', 'stretches', 'moment', 'deafening', 'descended', 'unspoken', 'minutes', 'eerily', 'uncomfortable', 'falls', 'stayed', 'drove', 'passed', 'companionable', 'drive', 'ride', 'volumes', 'therea', 'sat', 'room']",Silent Ride Together,"The couple sits silently together in a car, each lost in their own thoughts.","romance_core, domestic_life","setting:car, activity:silent",False,"The top keywords 'silent', 'ride', and 'moment' indicate a shared, silent activity. The snippets confirm this, showing characters being silent together in a car.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a heroine who is silent or withdrawn, which could indicate emotional withdrawal or coldness towards the hero, fitting R5. However, the lack of explicit context makes this a low confidence match."
37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest",27,"['ridiculous', 'insane', 'bullshit', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'thata', 'complete', 'absurd', 'dumbest', 'foolish', 'ludicrous', 'vain', 'utter', 'total', 'lame', 'youa', 'thing', 'stupidity', 'totally', 'ita', 'ignorant', 'idiotic']",Insane Arguments,"The couple, exasperated, argues ridiculously in the kitchen.","relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"The top keywords 'ridiculous', 'insane', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'absurd' indicate intense, absurd arguments. The snippets confirm this, with phrases like 'ridiculous.', 'this is ridiculous.', and 'fucking ridiculous'. The setting is implied by the keyword 'kitchen' and the activity by the repeated use of argument-related terms.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('ridiculous', 'how fucking great is that? fucking ridiculous') suggest a negative, dismissive, or sarcastic attitude, which could indicate a breakup or separation (R7). The main taxonomy category 'Conflict, Distance & Breakup Threats' also supports this interpretation."
43,"ia, going, working, ready, doing, supposed, aware, prepared, oversee, trying",27,"['ia', 'going', 'working', 'ready', 'doing', 'supposed', 'aware', 'prepared', 'oversee', 'trying', 'research', 'hoping', 'reason', 'calling', 'asking', 'justa', 'terminology', 'figuring', 'means', 'thata', 'today', 'famished', 'user', 'giver', 'work', 'focusing', 'looking']",Ready For Action,The user is prepared and eager for a specific task or event.,"romance_core, domestic_life","setting:home, activity:preparing",False,"The top keywords 'ready', 'prepared', 'research', and 'work' indicate a state of readiness. The snippets suggest a user preparing for an action, which fits the label 'Ready For Action'. The primary categories 'romance_core' and 'domestic_life' are chosen because the topic seems to revolve around personal preparation, which could be related to romance or daily life. The secondary categories 'setting:home' and 'activity:preparing' are supported by the keywords and snippets.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's main category 'Bonding, Everyday Intimacy & Growth' suggests a moment of tenderness or support, fitting R8. However, without keywords or a scene summary, confidence is low."
50,"didna, didn, wasna, wouldna, couldna, hadna, wasn, couldn, idea, hadn",27,"['didna', 'didn', 'wasna', 'wouldna', 'couldna', 'hadna', 'wasn', 'couldn', 'idea', 'hadn', 'used', 'hoped', 'help', 'bother', 'clue', 'mind', 'simply', 'problem', 'thought', 'knew', 'stir', 'control', 'want', 'explain', 'mentioned', 'wouldn', 'wrong']",Unclear Relationship Feelings,"The couple sits in the car, struggling to express their uncertain emotions.","romance_core, relationship_conflict","setting:car, activity:discussion",False,"The keywords 'idea', 'help', 'clue', and 'problem' suggest a situation where the couple is trying to figure something out. The snippets 'he didnât' and 'he didnât get hard' imply a lack of clarity or progress in their relationship, supported by the nouns 'problem' and 'control'.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('he didnât', 'one he didnât have', 'he didnât get hard') suggest a physical or emotional separation between the hero and heroine, fitting Radway's function R7."
52,"sama, www, didn, event, mocking, muttered, answered, masculine, shattering, unethical",27,"['sama', 'www', 'didn', 'event', 'mocking', 'muttered', 'answered', 'masculine', 'shattering', 'unethical', 'nerd', 'won', 'barked', 'argue', 'networking', 'hima', 'completely', 'chuckled', 'appeared', 'completing', 'plenty', 'discard', 'graveled', 'couldn', 'groaned', 'hadn', 'didna']",Unclear Relationship Feelings,"He wanted to understand everything about her, but her past caught up with them at home.","romance_core, relationship_conflict","setting:home, activity:investigation",False,"The keywords 'event', 'problem', 'thought', and 'home' suggest a situation where he is trying to understand her, but her past ('unethical', 'sins') is causing issues. The snippets confirm this, showing his desire to learn about her ('he wanted to find out everything he could') and the consequences of her past actions ('samâs sins finally caught up with him').",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and hidden information, which often leads to misunderstandings and ambiguous behaviour from the hero. This ambiguity can create confusion and tension in the heroine, fitting Radway's function R3 (Hero responds ambiguously to heroine)."
53,"dress, dresses, panties, skirt, lace, heels, gown, wearing, wear, stilettos",27,"['dress', 'dresses', 'panties', 'skirt', 'lace', 'heels', 'gown', 'wearing', 'wear', 'stilettos', 'blouse', 'underwear', 'skirts', 'matching', 'neckline', 'straps', 'pair', 'thong', 'lingerie', 'wore', 'bodice', 'fitted', 'shorts', 'colored', 'rack', 'sleeves', 'gold']",Dress Shopping Together,She tries on various dresses while he waits patiently in the fitting room.,"romance_core, domestic_life","setting:clothing_store, activity:shopping",False,"The top keywords 'dress', 'dresses', 'panties', 'skirt', 'lace', etc., along with the snippets mentioning trying on dresses and asking about them, indicate a scene of a couple shopping for dresses together.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
59,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks",27,"['tristana', 'smiles', 'replies', 'broadly', 'laughs', 'puts', 'glares', 'mutters', 'harrya', 'asks', 'says', 'deadpan', 'widen', 'pulls', 'looks', 'glance', 'listens', 'calls', 'turns', 'stares', 'takeover', 'snaps', 'goofily', 'horror', 'sits', 'watches', 'whispers']",Silent Staring Conversation,"The couple sits silently, staring at each other, trying to read each other's expressions.","romance_core, relationship_conflict","setting:living_room, activity:staring",False,"The keywords 'smiles', 'replies', 'laughs', 'glares', 'mutters', 'looks', 'listens', 'calls', 'stares' and the snippets indicate a scene where characters are communicating non-verbally through facial expressions and body language, suggesting a romantic or conflictual relationship moment.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and distance, with the heroine worrying about whether to speak up and the heroine's eyes avoiding the hero's. This suggests a separation or breakup threat, fitting R7."
61,"apologize, forgive, sorry, apology, apologized, apologizing, forgiveness, forgiven, apologies, profusely",27,"['apologize', 'forgive', 'sorry', 'apology', 'apologized', 'apologizing', 'forgiveness', 'forgiven', 'apologies', 'profusely', 'didn', 'accept', 'sincerely', 'owe', 'beg', 'earns', 'dona', 'nonetheless', 'wona', 'begged', 'truly', 'apologizes', 'cominga', 'things', 'acted', 'need', 'rule']",Apology And Forgiveness,"She apologizes for her mistake, and he forgives her, leading to a moment of emotional connection.","romance_core, relationship_conflict","setting:home, activity:apologizing",False,"The top keywords 'forgive', 'sorry', 'apology', and 'forgiveness' indicate a scene centered around apologizing and seeking forgiveness. The snippets show characters apologizing ('I'm sorry...', 'we apologize') and forgiving ('don't apologize', 'he made his brother apologize'), supporting the label 'Apology And Forgiveness'. The primary categories 'romance_core' and 'relationship_conflict' are chosen because the topic revolves around emotional bonding and resolving conflict in a relationship.",4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic revolves around apologies and moving on, which is a key part of the heroine's reinterpretation of the hero's past behavior, fitting R10. The main taxonomy category of 'Reconciliation, Commitments & HEA' also supports this interpretation."
62,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful",27,"['josha', 'declana', 'woulda', 'didna', 'months', 'med', 'frienda', 'chess', 'situation', 'careful', 'announced', 'ago', 'opposite', 'drawled', 'lessons', 'imposter', 'days', 'central', 'hea', 'wouldna', 'lie', 'knew', 'month', 'farewell', 'devona', 'nowa', 'half']",Months Of Careful Lies,"He carefully lies about his past, trying to hide his true self from her.","relationship_conflict, domestic_life","setting:home, activity:lying",False,"The keywords 'months', 'careful', 'lie' indicate a prolonged period of deception. The snippets show a character hiding aspects of their life, creating conflict in their relationship.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around misunderstandings and hidden information between the characters, which often leads to separation or distance in the relationship. The mention of Josh's name causing a flinch and the drastic difference in their collections suggest emotional distance and lack of understanding, fitting R7."
63,"lie, lied, lying, lies, deception, truths, outright, omission, liara, believe",27,"['lie', 'lied', 'lying', 'lies', 'deception', 'truths', 'outright', 'omission', 'liara', 'believe', 'falsely', 'wasna', 'liea', 'wona', 'deceive', 'total', 'consummate', 'cana', 'deceived', 'cheater', 'faults', 'knew', 'youa', 'blurring', 'tell', 'motives', 'dona']",Deceptive Relationship,"She lies to him about her whereabouts, trying to hide her true feelings.","romance_core, relationship_conflict","setting:home, activity:lying",False,"The top keywords 'lie', 'lies', 'deception', and 'truths' indicate a focus on dishonesty. The snippets show a character hiding something, which supports the label 'Deceptive Relationship'. The primary categories 'romance_core' and 'relationship_conflict' are chosen because the topic revolves around emotional bonding and tension in a relationship. The secondary categories 'setting:home' and 'activity:lying' are based on the keyword 'home' and the action implied by the keywords 'lie' and 'lies'.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and lies, which often lead to misunderstandings and separations in romance narratives. The phrase 'but why lie?' suggests a conflict that could lead to a breakup or physical separation, fitting R7."
64,"huxleya, says, asks, lottiea, secure, questions, jpa, davea, glance, stands",27,"['huxleya', 'says', 'asks', 'lottiea', 'secure', 'questions', 'jpa', 'davea', 'glance', 'stands', 'looks', 'answers', 'murder', 'builds', 'request', 'lifts', 'showing', 'say', 'adds', 'observing', 'door', 'shuts', 'youa', 'did', 'going', 'doing', 'fianca']",Doorway Questions And Answers,"The couple pauses at the door, asking and answering questions before moving on.","romance_core, social_setting","setting:doorway, activity:questioning",False,"The top keywords 'questions', 'answers', 'door' indicate a repeated pattern of questioning at doorways. The snippets show characters asking and answering questions as they move through doorways together.",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,low,"The topic's main category 'Meeting, First Impressions & Setup' suggests initial conflict or isolation, fitting R1. However, the lack of keywords and snippets makes the confidence low."
65,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta",27,"['excuse', 'aye', 'alright', 'look', 'ew', 'excellent', 'bye', 'called', 'lottiea', 'buta', 'correct', 'redemption', 'er', 'district', 'corrects', 'blackmail', 'funny', 'explosion', 'explains', 'fascinating', 'equally', 'lovebites', 'blinda', 'eagles', 'chutiya', 'coined', 'gardnera']",Apologetic Excuse Me,"She hesitates, then says 'excuse me' in a soft, uncertain voice.","relationship_conflict, romance_core","setting:none, activity:saying_sorry",False,"The keyword 'excuse me' appears repeatedly in the snippets, indicating an apology. The label and categories reflect this conflict and emotional core of the topic.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('âexcuse me?', repeated) suggest a separation or breakup threat, fitting R7."
68,"percent, thousand, ninety, scale, eighty, fourth, century, quarter, grand, seventh",27,"['percent', 'thousand', 'ninety', 'scale', 'eighty', 'fourth', 'century', 'quarter', 'grand', 'seventh', 'knocks', 'strive', 'seventy', 'sixa', 'counted', 'fifth', 'pounds', 'ninth', 'rule', 'years', 'million', 'letters', 'exact', 'maybe', 'quarters', 'rows', 'words']",Percentage-based Assurance,"She confidently states, 'one hundred percent.'","romance_core, relationship_conflict","setting:conversation, activity:assertion",False,"The top keyword 'percent' and snippets like 'one hundred percent.' and 'a hundred fucking percent.' indicate a scene where someone is expressing confidence or certainty. The use of percentages suggests a quantitative or comparative aspect to this assurance, hence the label 'Percentage-based Assurance'. The primary categories 'romance_core' and 'relationship_conflict' are chosen because this topic likely revolves around expressing feelings or resolving disagreements in a relationship context.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('one hundred percent.', 'a hundred fucking percent.', 'forty-five percent?') suggest a conflict or tension in the relationship, with the heroine or hero expressing doubt or uncertainty. This aligns with the narrative function of physical or emotional separation (R7) in Phase I of Radway's model."
