topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
38,"looks, gaze, stares, glare, stare, look, glances, looked, glanced, staring",27,"['looks', 'gaze', 'stares', 'glare', 'stare', 'look', 'glances', 'looked', 'glanced', 'staring', 'turns', 'glance', 'stared', 'sees', 'expression', 'wide', 'looking', 'chin', 'blinks', 'widen', 'meet', 'eye', 'peer', 'head', 'brows', 'glares', 'brow']",Eye Contact And Staring,"She stares up at him, holding his gaze, as he looks down at her.","romance_core, physical_affection","setting:bedroom, activity:staring",False,"The top keywords 'gaze', 'glare', 'look', 'stare' and the snippets show characters looking at each other, emphasizing eye contact and staring. This is a common romantic scene where characters connect emotionally.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets focus on eye contact and gazing between the hero and heroine, indicating sexual tension and attraction. This is before any commitment or union scene, so it fits Radway's function R4 - Heroine interprets hero's behaviour as purely sexual interest."
39,"lip, bite, teeth, nose, tongue, mouth, bridge, grit, lick, chew",27,"['lip', 'bite', 'teeth', 'nose', 'tongue', 'mouth', 'bridge', 'grit', 'lick', 'chew', 'cheek', 'moan', 'lower', 'twist', 'bleeds', 'bit', 'saliva', 'biting', 'falls', 'curl', 'wet', 'press', 'inside', 'chewing', 'tooth', 'harshly', 'spills']",Lip Biting During Intimacy,She bites her lower lip as he leans in for a kiss.,"physical_affection, romance_core","setting:bedroom, activity:kissing",False,"The top keywords 'lip', 'teeth', 'bite', and 'mouth' indicate lip biting, while 'tongue', 'moan', and 'saliva' suggest intimacy. The snippets confirm lip biting during intimate moments.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the heroine's physical expression of affection or nervousness through biting her lip, which is a non-explicit display of emotion. This action often occurs in response to the hero's actions or words, indicating tenderness or attraction, thus fitting Radway's function R8 (Hero treats heroine tenderly)."
42,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",27,"['sexual', 'intimate', 'virginity', 'intimacy', 'having', 'sexually', 'blowing', 'sexa', 'sexuality', 'just', 'unprotected', 'havena', 'meaningless', 'sexiest', 'thing', 'experience', 'ita', 'feels', 'affair', 'best', 'aspect', 'chemistry', 'sexier', 'rule', 'virgins', 'physical', 'isna']",Exploring Virginity,She tentatively explores her virginity with him.,"romance_core, sexual_content","setting:bedroom, activity:exploring_virginity",False,"The top keywords 'virginity', 'sexual', and 'intimacy' indicate a scene focused on exploring virginity. The snippets confirm this, mentioning 'sexual' and 'dirty mind', suggesting a sexual context. The label 'Exploring Virginity' and the scene summary capture this theme, with the secondary categories specifying the bedroom setting and the sexual activity.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category 'Explicit Sexual Acts' directly corresponds to Radway's R12, as it describes sexual acts and foreplay, combining erotic fulfilment and emotional acceptance."
46,"didn, hardya, wasn, murmured, looked, pickup, wondered, couldn, heard, gave",27,"['didn', 'hardya', 'wasn', 'murmured', 'looked', 'pickup', 'wondered', 'couldn', 'heard', 'gave', 'spoke', 'oaks', 'knew', 'saw', 'lifted', 'glanced', 'came', 'replied', 'linemen', 'glance', 'wouldn', 'understood', 'stood', 'grinned', 'scoundrel', 'gaze', 'attraction']",Attraction At First Glance,"She notices him across the room, their eyes meeting briefly before she looks away, feeling a spark of attraction.","romance_core, physical_affection","setting:room, activity:eye_contact",False,"The keywords 'glance', 'gaze', 'attraction' and 'scoundrel' suggest a moment of initial attraction. The snippets confirm this, with phrases like 'didn't think i was idealizing hardy' and 'she didn't ask about hardy', indicating a brief, fleeting moment of interest.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets focus on the heroine's thoughts about the hero (Hardy), suggesting she's interpreting his behavior primarily through a sexual or romantic lens, which aligns with R4 (Heroine interprets hero's behavior as purely sexual interest). The lack of explicit sexual acts or commitment discussions rules out R12 or R11. The topic's placement in the 'Attraction & Sexual Tension' category further supports this interpretation."
47,"hair, makeup, mascara, lipstick, drag, nape, hairs, rises, bun, strand",27,"['hair', 'makeup', 'mascara', 'lipstick', 'drag', 'nape', 'hairs', 'rises', 'bun', 'strand', 'neck', 'run', 'haircut', 'rake', 'forearms', 'blonde', 'prickles', 'applied', 'wavy', 'ran', 'gloss', 'comb', 'brush', 'hand', 'hairdresser', 'dye', 'smoothed']",Hair And Neck game,He gently runs his fingers through her hair and kisses her neck.,"physical_affection, sexual_content","setting:bedroom, activity:kissing",False,"The keywords 'hair', 'nape', 'rises' and the snippet 'it was that hair' indicate a focus on hair and neck. The verb 'rises' suggests an action, and the context hints guide us to interpret this as foreplay. The snippets also imply a sexual context, making 'sexual_content' an appropriate primary category.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, which is characteristic of Radway's function R8. However, the lack of explicit context or keywords makes the fit less certain."
55,"wants, want, knows, needs, need, hera, needed, teach, ita, likes",27,"['wants', 'want', 'knows', 'needs', 'need', 'hera', 'needed', 'teach', 'ita', 'likes', 'dona', 'think', 'thata', 'gratification', 'wantsa', 'cana', 'definitely', 'wanted', 'includes', 'doga', 'tell', 'gets', 'belong', 'possess', 'means', 'course', 'desires']",Dominatrix Session,"A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.","sexual_content, domestic_life","setting:bedroom, activity:BDSM, sexual:dominatrix",False,"The top keywords 'dominatrix', 'gratification', 'means', and 'sexual' indicate a sexual scenario involving a dominatrix. The snippets confirm this, showing the client's desire to please the dominatrix and her control over the situation.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category, 'Explicit Sexual Acts', directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets also suggest a focus on the heroine's desires and the hero's willingness to fulfill them, which is a common theme in union scenes."
58,"look, youa, stunning, seen, attractive, sweeter, breathtakingly, absolutely, utterly, looks",27,"['look', 'youa', 'stunning', 'seen', 'attractive', 'sweeter', 'breathtakingly', 'absolutely', 'utterly', 'looks', 'theya', 'ita', 'spectator', 'sweetness', 'ly', 'talented', 'think', 'wonderful', 'thing', 'aesthetic', 'beautifula', 'elegance', 'extravagant', 'thank', 'goofy', 'outfit', 'incredibly']",Compliments And Flirting,She receives compliments about her appearance from him.,"romance_core, physical_affection","setting:public, activity:flirting",False,"The top keywords 'stunning', 'attractive', 'sweet', and 'wonderful' indicate admiration and attraction. The snippets show a man complimenting a woman, suggesting a romantic or flirtatious scene.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets ('you look good', 'you look beautiful', 'you'll look hot') indicate early attraction and flirtation, which is typical of Phase I in the romance arc. The heroine interprets the hero's behaviour as purely sexual interest, fitting Radway's function R4."
67,"ravena, aresa, nods, tenses, looks, hurting, walks, wona, marry, stares",27,"['ravena', 'aresa', 'nods', 'tenses', 'looks', 'hurting', 'walks', 'wona', 'marry', 'stares', 'sister', 'despite', 'smiles', 'rosy', 'isna', 'rises', 'shakes', 'married', 'aisle', 'happiness', 'genuine', 'look', 'expression', 'truly', 'grins', 'nod', 'grandmaa']",Married Couple's Affectionate Stares,The married couple exchanges affectionate stares and smiles across the wedding aisle.,"romance_core, physical_affection","setting:wedding_aisle, activity:staring_and_smiling",False,"The keywords 'nods', 'tenses', 'looks', 'stares', 'sister', 'smiles', 'rosy', 'married', 'aisle' and 'happiness' suggest a romantic, affectionate scene. The snippets confirm this, showing a couple exchanging smiles and stares, with the aisle indicating a wedding setting.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, which aligns with R8 (Hero treats heroine tenderly). The snippets emphasize the hero's care for the heroine's happiness and her positive reaction, supporting this interpretation."
75,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge",27,"['bed', 'bedroom', 'couch', 'sheets', 'sofa', 'covers', 'pillows', 'mattress', 'flop', 'edge', 'room', 'climbed', 'crawled', 'headboard', 'poster', 'size', 'pillow', 'crawl', 'beds', 'door', 'sized', 'wall', 'dresser', 'legs', 'floor', 'comfortable', 'climb']",Bedroom Encounter,"The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment.","romance_core, physical_affection","setting:bedroom, activity:kissing",False,"The top keywords 'bed', 'bedroom', 'sheets', and 'pillows' indicate a bedroom setting. The POS cues and snippets suggest an intimate, affectionate scene between a couple.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic of 'bed' often signifies a tender, intimate moment in romance narratives, which aligns with R8 (Hero treats heroine tenderly). However, the lack of explicit context makes this a low confidence match."
78,"lucaa, wraps, enzoa, cups, eliciting, gaze, looks, brushing, arm, smiles",27,"['lucaa', 'wraps', 'enzoa', 'cups', 'eliciting', 'gaze', 'looks', 'brushing', 'arm', 'smiles', 'shakily', 'throws', 'widen', 'humorlessly', 'expression', 'pulls', 'engagement', 'glances', 'xaviera', 'pushes', 'leans', 'walks', 'glance', 'hand', 'grabs', 'tightens', 'reaches']",Tender Forehead Kisses,"The couple, sitting close, shares tender forehead kisses.","romance_core, physical_affection","setting:car, activity:kissing",False,"The keywords 'cups', 'gaze', 'expression', and 'engagement' suggest a tender moment. The verb 'brushing' and the noun 'arm' imply physical closeness. The snippets confirm a romantic scene with kissing.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic keywords and representative snippets focus on the hero's affection and patience, which aligns with the hero treating the heroine tenderly (R8). The main taxonomy category 'Kissing & Non-Explicit Affection' also supports this interpretation."
97,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",27,"['closed', 'eyelids', 'shut', 'sockets', 'squeeze', 'vision', 'fluttered', 'narrow', 'bulge', 'nearly', 'opened', 'flutter', 'squeezed', 'eyeballs', 'blink', 'sting', 'leaking', 'snap', 'wide', 'fly', 'surroundings', 'accord', 'blinking', 'stinging', 'drifted', 'fall', 'blotted']",Eyes Closed In Intimacy,She closed her eyes as he leaned in for a kiss.,"romance_core, physical_affection","setting:bedroom, activity:kissing",False,"The top keyword 'closed' and 'eyelids' indicate an action, while 'intimacy' suggests a romantic or sexual context. The snippets confirm this is a moment of intimacy, with the action of closing eyes repeated.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on closing eyes could suggest a moment of vulnerability or intimacy, which is common in Phase II when the hero starts to show tenderness towards the heroine."
102,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently",27,"['hair', 'strands', 'brushes', 'grip', 'strand', 'handful', 'hand', 'runs', 'threads', 'gently', 'tugs', 'strokes', 'run', 'drags', 'grabs', 'tangled', 'pushes', 'threading', 'ran', 'gripping', 'lock', 'pulling', 'locks', 'threaded', 'tightening', 'forehead', 'gripped']",Hair Tugging During game,"He grips her hair, tugging gently as they kiss passionately.","sexual_content, romance_core","setting:bedroom, activity:kissing, sexual:hair_pulling",False,"The top keywords 'hair', 'strands', 'grip', and 'tugs' along with the snippets showing hair being grabbed during intimate moments support the label and categories.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets, such as 'his hands were in my hair again, and his lips were on mine', clearly depict a sexual encounter, making R12 the most fitting function."
103,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half",27,"['nude', 'nudes', 'seen', 'completely', 'nakedness', 'standing', 'stark', 'gloriously', 'wet', 'half', 'lying', 'alleged', 'underneath', 'bed', 'tub', 'prefer', 'conveniently', 'youa', 'body', 'clothes', 'sheet', 'fully', 'adama', 'display', 'blush', 'practically', 'desperate']",Nude Bed Scene,"She stands naked in the bedroom, her body glistening with sweat.","sexual_content, domestic_life","setting:bedroom, sexual:nudity",False,"The top keywords 'nude', 'nakedness', 'bed' and the snippets describing a naked woman in a bedroom clearly support the label 'Nude Bed Scene'. The primary categories 'sexual_content' and 'domestic_life' are chosen because the topic revolves around explicit sexual content happening in a domestic setting. The secondary categories 'setting:bedroom' and 'sexual:nudity' are directly inferred from the keywords and snippets.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's keywords and representative snippets ('nude', 'pleasure-filled nude', 'beautiful nude body') explicitly describe sexual acts and the heroine's body, indicating a union scene (R12). The main taxonomy category 'Explicit Sexual Acts' further supports this. There's no indication of early attraction or conflict, making R4 less suitable."
125,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",27,"['flight', 'plane', 'jet', 'airport', 'helicopter', 'pilot', 'runway', 'flying', 'fly', 'jfk', 'airline', 'planes', 'boarded', 'airplane', 'boarding', 'jets', 'catch', 'ticket', 'tarmac', 'landed', 'commercial', 'flown', 'takeoff', 'lag', 'trip', 'hour', 'class']",Mid-flight Makeout,The couple passionately kisses throughout their flight.,"romance_core, physical_affection","setting:airplane, activity:kissing",False,"The top keywords 'flight', 'plane', and 'made out' in the snippets indicate a romantic scene on an airplane. The couple's action of making out is the central activity, supported by the keyword 'kissing' and the repeated mention of 'flight' and 'plane'.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around a public display of affection (kissing) between the hero and heroine on a flight, indicating a warm response from the heroine towards the hero's tenderness. This aligns with Radway's function R9."
129,"condom, condoms, wrapper, packet, wallet, nightstand, expired, drawer, pocket, rolled",27,"['condom', 'condoms', 'wrapper', 'packet', 'wallet', 'nightstand', 'expired', 'drawer', 'pocket', 'rolled', 'dispose', 'tore', 'package', 'quickly', 'grabbed', 'box', 'use', 'sheathed', 'discarded', 'rolls', 'length', 'tearing', 'disposed', 'used', 'pulls', 'drugstore', 'pulled']",Condom Check Before Sex,"He reaches into his wallet, pulling out a condom packet to check its expiration before they proceed.","sexual_content, domestic_life","setting:bedroom, activity:checking_condom",False,"The top keywords 'condom', 'condoms', 'wrapper', 'packet', 'wallet' all relate to the act of checking a condom before sex. The snippets confirm this, with phrases like 'i've never done it without a condom' and 'condom' directly referencing the act.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's concern about safe sex, which is often a source of tension or misunderstanding in the early stages of a romance. This topic typically realises Radway's function R4, where the heroine interprets the hero's behaviour as purely sexual interest, focusing on physical attraction and tension."
