book_id,segment,B1_attraction_chemistry,C_explicit_eroticism,D_power_wealth_luxury,F1_sadness_grief,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,Q_miscommunication,Q_repair,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors,H1_love_over_sex_log,H3_luxury_saturation,H3_love_depth,H3_interaction,H4_protect_over_jealous_log,H5_dark_over_tender_log,Q_repair_over_miscomm_log,H1_chemistry_over_sex_log,H1_tender_over_sex_log,H1_vows_over_sex_log,H4_tender_over_alpha_log,H5_trauma_over_safety_log,H5_anger_over_tender_log
149105520,end,0.11525821634642222,0.07244287522409845,0.05444282876257215,0.01226383370507642,0.0007708553058483413,0.04346898040701828,0.016308191797901196,0.14526962970437138,0.005465766180402453,0.0218606746943105,0.05725352407132582,0.03849755619817615,0.003415143112199668,0.002581148690500287,0.0014470252652746714,0.08569236323848153,,0.05444282876257215,,,0.5784211358964608,,-2.422108569523672,0.46437151975463786,,,,,
15197,begin,0.1455067117803888,0.13216656654148717,0.12005923101752015,0.006922699411648521,0.0033787120526793143,0.08636440203776814,0.007067034743777796,0.18429224890688317,0.016522481127329396,0.05864834239330702,0.0635893613635898,0.03536784362779977,0.03905248976790627,0.005220910511054586,0.0029128580700453098,0.033870599903823746,,0.12005923101752015,,,0.5833853328631671,,0.09910092985331431,0.09615852611372588,,,,,
15197,middle,0.09560267271988425,0.09475243007903793,0.07851619037777341,0.009119979710485077,0.09341996909115502,0.10060383276980152,0.00736681952890877,0.15554445989913443,0.013579522585681477,0.05972730249692905,0.005832194754608921,0.04721485071104524,0.06061676771478748,0.0014044557148609146,0.0006783921251749904,0.15592396759405697,,0.07851619037777341,,,0.72691841658414,,0.24985839034938806,0.008933192222270403,,,,,
15197,end,0.08256806646046805,0.02996862929089511,0.05665885646441868,0.004324333369455227,0.000980053639756681,0.015918331692073334,0.03376873986517338,0.17213238545215717,0.0057977432144603125,0.06950391192343182,0.04497174166765998,0.05462862738461323,0.037532127795117984,0.002649132186641867,0.0014244303182854392,0.04010748533833359,,0.05665885646441868,,,0.6201357746270464,,-0.3753524108032744,1.0134506004151662,,,,,
161913,begin,0.21485569473199784,0.1333486899885793,0.16218173787020088,0.00637517792105646,0.02781698072805207,0.038552849109162346,0.015154537534050275,0.2763722116849232,0.015324334053341255,0.04509016266764929,0.01039401285057981,0.03276126042503862,0.006364065648031547,0.0034256511910106934,0.0018700451394442661,0.0560900167659568,,0.16218173787020088,,,0.6050862822670346,,-1.6384527102825115,0.4769963439331921,,,,,
161913,middle,0.11946385394525658,0.04263346637598808,0.11827979973866533,0.008924939130946528,0.03362494267465873,0.06395511539109584,0.010448109321250409,0.2799749097174921,0.01899895315333485,0.10076006625995203,0.035273093219109986,0.04453007688156607,0.06369449085832082,0.01576167588516124,0.0015040766270889468,0.10153467529850985,,0.11827979973866533,,,2.348801047770709,,0.35792647059545146,1.0303592228546323,,,,,
161913,end,0.12008604773602642,0.047627605244140045,0.19836947585728273,0.0060432547152665965,0.04841279152580492,0.11122499235888027,0.037102658252443264,0.3465870056582942,0.005980165920529172,0.029300725588627653,0.08835509233625913,0.020258955274378074,0.0364773170703057,0.0033143310591879304,0.001873356100591651,0.11215621208073799,,0.19836947585728273,,,0.570292298251629,,0.5880717399652151,0.9247833463623758,,,,,
17561022,begin,0.10306552603630419,0.231753160285734,0.06320705941774692,0.007870132296039145,0.03791002359373652,0.0765241056835562,0.04547335553615596,0.20242045234654063,0.03984384855489926,0.03454440859563564,0.0720237384770428,0.005709788196302494,0.009645589070472976,0.027796529979179193,0.026057639908548313,0.09876373561813052,,0.06320705941774692,,,0.06459778751414236,,0.5242473366450939,-0.8103024923112918,,,,,
17561022,middle,0.04503200417671645,0.18037571114280498,0.14168729778585373,0.005595412586882094,0.01531337552206061,0.03965098963237709,0.007232400882892266,0.12269532087328448,0.006261464672173246,0.24566588044256987,0.018107753915272133,0.05565658455933447,0.045839748139251714,0.0135332772660958,0.011807255822149292,0.061811340089546016,,0.14168729778585373,,,0.1364265914551881,,-0.19404496587164077,-1.3876518565401847,,,,,
17561022,end,0.05390812479294593,0.24340465221868227,0.10012932640756152,0.008631412837202132,0.02985612248363278,0.08379221034274968,0.04296551436770558,0.13459545255929842,0.006884853921996779,0.17778727082406745,0.03793127695512568,0.04926799979392995,0.018816651358802606,0.003225860543499938,0.0018438573057003567,0.05512418139421076,,0.10012932640756152,,,0.559107763193035,,-0.9624997444339565,-1.5074296474814857,,,,,
1756703,begin,0.10999051779237434,0.04631529045639067,0.11013451234784653,0.005667553062202456,0.01251221410618821,0.02856947546666233,0.009741183838400771,0.19878276076685847,0.012736990923423066,0.05977580819657811,0.06690570566410764,0.006496422687180733,0.03994345303114163,0.004760779131648475,0.0026537251422147027,0.13245171801401703,,0.11013451234784653,,,0.5842802408175318,,1.8160842261845063,0.8649095069214137,,,,,
1756703,middle,0.2682371163946332,0.030681985516459002,0.14639074656426115,0.002209862579027884,0.003153640693257518,0.02271929142422683,0.004146305160605768,0.11642272184108715,0.012408614327078496,0.13480278746864496,0.040401710408735116,0.023393238757639344,0.004853880089995956,0.0030067752280292606,0.0016847244603623098,0.049863640479720306,,0.14639074656426115,,,0.5790052603650064,,-1.5725053819230417,2.168166796790689,,,,,
1756703,end,0.26069951642804684,0.019882212303089793,0.03340962644603324,0.003776293395607283,0.003621644557741652,0.015430372143930157,0.02456696539922031,0.19460352329670663,0.01916769268492172,0.030086657733438216,0.08868514599903672,0.0057850672774659925,0.018753741091488738,0.003667346772837199,0.0020596128333808133,0.11658909089112249,,0.03340962644603324,,,0.5767376594655707,,1.1759937445497646,2.5734965290284464,,,,,
18692741,begin,0.05527139365304484,0.01785589901014802,0.06660223585027189,0.026603837619865543,0.011000242270610458,0.11846916494336687,0.005395414277362596,0.4513736833383938,0.03103617515395746,0.07809441666888389,0.027602263800748594,0.018176158504469513,0.06023692247594181,0.004289890378484175,0.002433163169086422,0.0569829073803978,,0.06660223585027189,,,0.5668912290961945,,1.1981363167961874,1.1298836405451271,,,,,
18692741,middle,0.047122836175565605,0.17829722761579408,0.03712107721859811,0.005871788165104547,0.027273359137093806,0.08362833922930728,0.02268077991011608,0.3588564964101652,0.004467236385410234,0.05137159938046419,0.04585962223216282,0.014176532027017073,0.04442935713735041,0.04092982977656999,0.03972072851962949,0.04321295146606307,,0.03712107721859811,,,0.029985207520149437,,1.1422644952116725,-1.3306786354351459,,,,,
18692741,end,0.05781012745409408,0.11031554502146558,0.050082879066579225,0.006050055668416437,0.017409481573899516,0.10155414249333519,0.054066594405637006,0.5040348006027692,0.004911999646889755,0.02871335939226186,0.03351406175344335,0.01622461837318437,0.010892360448240341,0.0028712102583615825,0.0016918994517146208,0.05774601148862124,,0.050082879066579225,,,0.5286391474546477,,-0.398437903783587,-0.6461726415489384,,,,,
201413413,begin,0.029236768495059,0.12414965628352276,0.03512066118722007,0.02823921364903246,0.016571541501215044,0.028063162958794387,0.0074806633133451435,0.08628861613993015,0.006607326908941578,0.028702140807814167,0.08735836121092344,0.005599754276419722,0.015857563888516883,0.00366014710981569,0.0021998612499961145,0.03714297000332274,,0.03512066118722007,,,0.5089277552625511,,1.0408083819442995,-1.446034483043793,,,,,
201413413,middle,0.05918540965891722,0.048701155888842836,0.036068582839378624,0.007476814323409448,0.03070648030556532,0.06416032934951477,0.010693145894550973,0.1615927074796741,0.007747504230196894,0.03609680387246895,0.1623191544506374,0.007974793876508271,0.059364145267029475,0.004949762202131311,0.002907725336719957,0.10377057498272817,,0.036068582839378624,,,0.5318265883531375,,2.0072960847692523,0.1949686510897255,,,,,
201413413,end,0.049650324355506724,0.10615831433912648,0.07247028720555165,0.004535438852521757,0.015984266862736227,0.0478788164492803,0.05060536199166799,0.17567490965764432,0.007910071135457074,0.02725833253843564,0.037852357301004856,0.007589616121425057,0.03704189562188059,0.004804074117326194,0.0029008908045799245,0.05570707454466431,,0.07247028720555165,,,0.5043099412341343,,1.58516381872785,-0.7599158672909794,,,,,
20346544,begin,0.04398161585502381,0.02630590099648119,0.3867191241061096,0.006849726400543448,0.016799722156447428,0.3091406383706586,0.009647240472599792,0.2002680219143132,0.010694165388694655,0.40615806862805165,0.02217762896754902,0.025255697071316127,0.011793930733192813,0.006744574078299853,0.003963595237980958,0.04770115789442521,,0.3867191241061096,,,0.5314828315821822,,-0.7614215108155218,0.5139631615764184,,,,,
20346544,middle,0.04216600035670303,0.324985359964693,0.18544479629169663,0.008313621664186692,0.01543029005913588,0.1697207911346394,0.04444748075341158,0.20461773194916233,0.006299329700688402,0.17826248060745584,0.011865697927997807,0.02399593136037058,0.023202577070269514,0.0031708617272223315,0.0018544959345001917,0.047566546711830415,,0.18544479629169663,,,0.5361667006897282,,-0.03361951133813701,-2.0421452790437407,,,,,
20346544,end,0.0351863767975272,0.12339366868043698,0.15237528171750125,0.005594228135566767,0.0037658763237761374,0.11292236269200802,0.008003909262796417,0.2805472265324174,0.011194146339194296,0.22234543400435286,0.030785289292768796,0.007144298847174288,0.03751018732574326,0.021704184930529412,0.019876034906668012,0.09066419812291855,,0.15237528171750125,,,0.08798612835575526,,1.6581845806079691,-1.2547005023957225,,,,,
208153130,begin,0.11445538381444965,0.12609065696212693,0.06011373206762027,0.006014610365040045,0.041765856785054394,0.08094577099657986,0.013206780493635915,0.18204006631392253,0.008085853196948376,0.02296864818937452,0.0593774106689573,0.014826881976363449,0.05187796389450187,0.026988112422124764,0.01983463299254796,0.12486307052516762,,0.06011373206762027,,,0.3079535746887627,,1.2524040623104078,-0.09681525566704874,,,,,
208153130,middle,0.11493146522660833,0.17806624272794694,0.034306734075217137,0.0042099352713130915,0.007135389985554735,0.06621620438455834,0.016761791838804864,0.1865792307179444,0.019390201260395663,0.013749215543010354,0.03830744798654008,0.002345260675243676,0.025368411968811466,0.04341725553106147,0.04272960553918407,0.05854645318853762,,0.034306734075217137,,,0.01596456617614228,,2.3807213363069186,-0.4378165501300566,,,,,
208153130,end,0.11330087318554538,0.11413299189657021,0.07278214873124673,0.007653437163388388,0.02851502523291767,0.07860516924328566,0.021495577129331166,0.17530896661351777,0.006314124078557917,0.03214378165027673,0.041680118448391486,0.02714723239167157,0.06437356159014317,0.026970347838988558,0.012575262015345659,0.08761458142666523,,0.07278214873124673,,,0.7629640413703864,,0.8634066097291351,-0.0073174248369642925,,,,,
21787,begin,0.09664042084067714,0.2041982683000135,0.03523061684301844,0.0022973000097900763,0.02631453380318736,0.10057473501172709,0.06468922096895102,0.18547804517773728,0.0021066236447010974,0.0717659512483663,0.046123365766686686,0.038848118635950675,0.055604558123343084,0.0013407994375333465,0.0007337752765142551,0.05089431363653624,,0.03523061684301844,,,0.6022021497167369,,0.35859777228442047,-0.748088885986403,,,,,
21787,middle,0.01993425364072484,0.27679702275045553,0.05075492655885277,0.009739877070123549,0.0007003124650006326,0.004807752571891724,0.048260604615291726,0.1042522919931307,0.0036771156006485456,0.01561477062032766,0.046371127192372345,0.0014810559687417552,0.07187932670371405,0.0006316624545837656,0.00028675786879597755,0.049327871562536034,,0.05075492655885277,,,0.7878176396401662,,3.8815723151883397,-2.6307983763358003,,,,,
21787,end,0.08316266856753043,0.23652834287099136,0.03400339861467572,0.0031864471595611653,0.0006258022264381594,0.07166231142127748,0.0023289004218226277,0.16208915541236524,0.001986399574010205,0.007881259894013429,0.010187139423998052,0.0021504431420158896,0.05096996191954506,0.00197294183876858,0.001047142088394678,0.1187377485935132,,0.03400339861467572,,,0.6330133196962437,,3.16511725063191,-1.0452616949864304,,,,,
22609391,begin,0.07120411256470911,0.05220080352041816,0.05427239104659409,0.003633866010126361,0.02462065067617828,0.05122004290661175,0.003772072393741268,0.1765003268401038,0.03567620698434191,0.04354687199225922,0.06094131995816992,0.003548727662025742,0.031860119458075466,0.02442238813201912,0.02344643532755351,0.0420304720560753,,0.05427239104659409,,,0.040780081987147554,,2.194515555030669,0.3104475770328117,,,,,
22609391,middle,0.06914314342885348,0.032367114676160796,0.11973364779311968,0.0017350169312892925,0.0011579366793916953,0.0549163317131853,0.028936464995160845,0.2764086065875969,0.05771760691926248,0.1044196152815378,0.10036246529439859,0.025831149336032817,0.003382251662332606,0.020916531763892344,0.02013414616964235,0.029465330845431535,,0.11973364779311968,,,0.03812079396073598,,-2.0327825371710047,0.7590195374922031,,,,,
22609391,end,0.07130738963865403,0.03429136702052319,0.10103174705090134,0.00547311383205744,0.032023021450038755,0.04946006414186046,0.022959065646995923,0.2812263094687725,0.09843578511150386,0.040260115649705976,0.04658936193988567,0.023683360851997754,0.025491942608001555,0.002696884162562662,0.0014076024800156318,0.06240757687839148,,0.10103174705090134,,,0.6498697583538089,,0.0735867027264745,0.7320911936770389,,,,,
22707536,begin,0.04893240044720649,0.010944422833103056,0.05411460865520618,0.0033338787300255255,0.030676826412473015,0.099871909459651,0.003737188307942762,0.2720436191672371,0.021328594385280092,0.12085816212038214,0.057957827920798705,0.15246982411378984,0.05410425097857199,0.0015568882779473817,0.0008631658183989295,0.05321768996810876,,0.05411460865520618,,,0.5893218453918827,,-1.0360420187129253,1.4975388362839892,,,,,
22707536,middle,0.1680342492716214,0.1772407145045684,0.1525407482037246,0.003869750782706298,0.02892501985945506,0.2135483768874798,0.0018629085528864497,0.2217988383456511,0.001980605923983123,0.03196555637236161,0.00628491615833659,0.01443558331330768,0.0045310629164102955,0.0015522234921299554,0.0008139214118636937,0.10039144270686559,,0.1525407482037246,,,0.6449960412998719,,-1.1585882670432053,-0.05334064514686787,,,,,
22707536,end,0.09393015209248734,0.23868102072527442,0.011975553875841887,0.0033033272022630154,0.010020758137206055,0.02029852462984364,0.00167532581197421,0.10695147444378143,0.001942588704337571,0.033314168692059824,0.052325237371823825,0.06343070163179433,0.040017546006982,0.001820301069687639,0.0009809493516061145,0.0626912190156566,,0.011975553875841887,,,0.6177666678767846,,-0.4606207653740926,-0.9325701195029807,,,,,
23518136,begin,0.052774380331696055,0.21076432326683736,0.10263440082086696,0.005601306281310583,0.008472312179282826,0.01922024885432197,0.06819939025823724,0.1805559827046298,0.02725840563939493,0.04611759102199133,0.056750505510151525,0.006866132456942585,0.00938562677345916,0.0029931625412427717,0.0015993332339999215,0.03086450840600742,,0.10263440082086696,,,0.6264526947058435,,0.3125393742639426,-1.384700502131311,,,,,
23518136,middle,0.11494301611293571,0.24022160828369155,0.07031812959793082,0.007078068922691293,0.014793043190956586,0.048019821780481996,0.04989174051910143,0.15814315084702407,0.01903308212898896,0.10771956378638323,0.06136676566803326,0.058102685682146216,0.007105159901830425,0.003747154878527178,0.002060717880744969,0.0957051587314806,,0.07031812959793082,,,0.5977241285290233,,-2.1012670990016766,-0.7371208345426252,,,,,
23518136,end,0.08038707632029844,0.1103423960963606,0.10344964730294334,0.0073313014139515294,0.017626210390780002,0.06365039703329733,0.009235418380442735,0.21272059408443655,0.020472861774951986,0.09770083699957322,0.039600134530706495,0.048447478576038275,0.04182033821101798,0.04279065642906898,0.041626067929601385,0.07357285048232924,,0.10344964730294334,,,0.027592513280772835,,-0.14709424310886687,-0.3167314251276383,,,,,
27394781,begin,0.09342655805802907,0.0875322274621022,0.0803714570670022,0.0030811010918759085,0.06086639884138464,0.06868054831602881,0.003922724564864463,0.18760173823769805,0.0036323830108567316,0.04454762092401116,0.01810876464757441,0.05026181754471596,0.01030573571589422,0.0027744918356896148,0.0014444670872262725,0.08213180104609275,,0.0803714570670022,,,0.6523954564923375,,-1.58446795542875,0.06516789216567931,,,,,
27394781,middle,0.03987307946159622,0.0664715187723826,0.035920560537381144,0.002530523561686094,0.048775419601067266,0.1564581003745089,0.003525489521745052,0.18162901689411445,0.003000449135308087,0.036579963749648337,0.022550132124682175,0.004844757949270688,0.005849120677668322,0.048097973699300085,0.046932563074412674,0.09150040105972601,,0.035920560537381144,,,0.024527789975936187,,0.18835861710694424,-0.5110621354708096,,,,,
27394781,end,0.07464293813338864,0.205602059153488,0.060074885717468655,0.006807728647175041,0.0022820192981758136,0.12933360302783845,0.006581138200920961,0.10572951192430664,0.006656971066582919,0.15981858982967442,0.10497421892162723,0.1204000858783085,0.0063467874409014625,0.003576599446598047,0.0018629669277075793,0.02429961965825945,,0.060074885717468655,,,0.6519850563934773,,-2.942722234073391,-1.0132180957729355,,,,,
28675670,begin,0.09774906942943751,0.04253774248911082,0.08939327045908105,0.0046029044760501,0.017765597685949912,0.06945975373031031,0.018620715709914477,0.26616926395046653,0.015594237339535057,0.03114171575830684,0.04009751777152487,0.02611795536609497,0.13892244440202633,0.0024835709543324794,0.0013878841345878635,0.05877354954306966,,0.08939327045908105,,,0.5815993465805409,,1.6712617117418231,0.8319986604753358,,,,,
28675670,middle,0.14892033731347507,0.06263515711669297,0.05421353021862192,0.007555971269317991,0.009035566165858282,0.08587520963652026,0.00586534776990133,0.16299458305151915,0.026352065928628866,0.06216013373820238,0.09754169147658481,0.031842541077200255,0.04578098201707615,0.019090344212171935,0.0172937066648276,0.04495980014477341,,0.05421353021862192,,,0.09883456817246028,,0.3630560384466328,0.8660755279550962,,,,,
28675670,end,0.09301257383885697,0.04695493031815446,0.1081986143787019,0.007125769320726504,0.02021624506001895,0.04813784671222318,0.030233696918399666,0.13120888488922347,0.019812253838613045,0.0699089445431708,0.08836640787944755,0.06064411339747594,0.1164577763644211,0.0028165271015959466,0.0013989789649755204,0.05221167825126392,,0.1081986143787019,,,0.6994023744171995,,0.652498297820495,0.6835359287258935,,,,,
28869598,begin,0.08388324714982776,0.15933553847468848,0.07288460188011882,0.005802754329095564,0.03776880175196101,0.09968318882752447,0.008329921419386047,0.2405548053051481,0.0232437112849244,0.07676414661989903,0.06682672691219763,0.0700574444106001,0.006885441855510373,0.0032620020995116493,0.0018216309573888202,0.1118594921815193,,0.07288460188011882,,,0.582366622815603,,-2.3197752837662815,-0.6415807211778246,,,,,
28869598,middle,0.03604284722323992,0.14468936396588394,0.083922813183388,0.0038682789649760025,0.023831823227962443,0.06724092698705594,0.023547994539878582,0.1476898453426298,0.00814796731867966,0.06404082144821202,0.03313549259974711,0.03534802726859454,0.05710252037235642,0.00944981048111555,0.0009835940418799639,0.09947253696451655,,0.083922813183388,,,2.261626366011999,,0.47959489270766475,-1.3898598624878593,,,,,
28869598,end,0.0405815175745762,0.09310817605341422,0.12952541899348116,0.0021187473815228344,0.0013441598590445835,0.04198543906519147,0.021847644031651542,0.30663091816289195,0.00400663524014563,0.020067481362063575,0.1627113233691529,0.042615457734163364,0.04525338726030455,0.0018338255408803371,0.0009885588209495588,0.057894581126146386,,0.12952541899348116,,,0.6174454744800206,,0.06005911101854622,-0.8304353684265746,,,,,
28963772,begin,0.12387693904174422,0.03928023136241174,0.04567148698731027,0.00455205505606599,0.003815815267404336,0.014735766975363126,0.005583961002163098,0.11789862281168768,0.005989073026143637,0.0332365189248145,0.10625660953643337,0.013669554979948616,0.007263054397172856,0.03972258165237867,0.038182879755305224,0.026119421503162318,,0.04567148698731027,,,0.03953157701599208,,-0.6323061184301064,1.1485498869102986,,,,,
28963772,middle,0.06895144629476509,0.09394960277875145,0.09243977206350906,0.0035635869214530784,0.01785086363952191,0.0977162461968715,0.003559423501306847,0.1442260869038739,0.010742018481896789,0.11850771678218669,0.11523091157332072,0.12061860571182748,0.05191276089130793,0.0033502577765323477,0.001828810549031745,0.03206251883735533,,0.09243977206350906,,,0.6051232946774565,,-0.8430579417295472,-0.30935205892467854,,,,,
28963772,end,0.038357491374976814,0.07998239449029242,0.06179564623701572,0.0029685730137357542,0.001182546010882799,0.008961838189738138,0.016242166039758903,0.13320903271125478,0.004653335473876388,0.07977377114867581,0.04818695060555066,0.024879327367830523,0.07574709654164263,0.017621994076809474,0.01668067860697565,0.05645716164994356,,0.06179564623701572,,,0.0548935031995299,,1.1133358902552106,-0.7348431230919941,,,,,
29424551,begin,0.05750484766020332,0.10281644484403889,0.04973661012350609,0.0057049569204235245,0.001563373350742253,0.03258518911675236,0.02365014805872239,0.26135011749967624,0.013111221298089518,0.05852542074890719,0.08845315085117612,0.026230002434884696,0.06893495162133952,0.01877977525834003,0.017642719906198596,0.07651892030540183,,0.04973661012350609,,,0.06245384660685849,,0.9662358258843406,-0.5810683944799302,,,,,
