topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,keywords,label_is_noise,primary_categories,secondary_categories,taxonomy_main_name,taxonomy_main_group,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_name,taxonomy_secondary_group,radway_main_name,radway_phase_name,radway_phase,radway_confidence,radway_is_none,middle_relative,abs_cliffs_top_trash,mean_diff_top_trash,direction,tier
37,Insane Arguments,30,0.004234709419475727,0.003853563713969349,0.003355334537644765,0.004883320009964315,0.0013910226642798998,32,0.0034745935343709023,0.0035312111292967532,0.0026732821704501548,0.004152081527715342,0.00111979939634885,30,0.0035780281952159493,0.003182529799469549,0.002796615649531147,0.004064584617541125,0.001234821031568161,0.3422222222222222,0.2916666666666667,-0.004166666666666667,6.004850397381972,0.049666471130070396,604.0,0.02324344705367121,620.0,0.04941613083185071,478.0,0.9831428659767562,0.40036827546000053,0.2148448349285285,0.6406808084862614,0.9947776927930492,0.9891304347826086,0.0037561861037023825,2.327048006124302,"The couple, exasperated, argues ridiculously in the kitchen.","ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest",False,"relationship_conflict, domestic_life","setting:kitchen, activity:arguing","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.9163494624108592,0.3422222222222222,0.000656681224259778,Top ↑,Tier 2
97,Eyes Closed In Intimacy,30,0.0029185139136093607,0.0028614011338046015,0.0023453043281273563,0.0033243652612463676,0.0011111924356616524,32,0.0023413137211754087,0.0024819786105907114,0.001609011576047529,0.002876962401655058,0.0009388909952375542,30,0.002281449122905981,0.002069238864347458,0.0011270523155276601,0.0030356712643348337,0.0013558307248719668,0.3422222222222222,0.325,0.09166666666666666,6.87536231884053,0.0321391244943003,604.0,0.02324344705367121,636.0,0.028498275515268883,524.0,0.5400503626793949,0.40036827546000053,0.2148448349285285,0.6406808084862614,0.9053785491978091,0.9347826086956522,0.002510010110576884,2.3891485450138523,She closed her eyes as he leaned in for a kiss.,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",False,"romance_core, physical_affection","setting:bedroom, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,0.8673997135629249,0.3422222222222222,0.0006370647907033796,Top ↑,Tier 2
245,Midnight Clock Glance,30,0.0027995694654163027,0.002622642364214457,0.0021959406279684498,0.0030712452864664072,0.0010265723359342283,32,0.002588455767588293,0.0024702023936118396,0.002136481760567035,0.0028547478073908815,0.0007706749402666705,30,0.002318410928927396,0.0021851478914659966,0.0018423067841370805,0.0026684463052083327,0.0007107339780259932,0.3422222222222222,0.12916666666666668,0.22083333333333333,5.426414212248744,0.06632375793234277,604.0,0.02324344705367121,542.0,0.3863349256489309,586.0,0.1372624848715352,0.4189523172811714,0.2148448349285285,0.7726698512978618,0.9053785491978091,0.9891304347826086,0.002569239091229743,2.8104348035212015,"She glances at the digital clock on the nightstand, watching the hour hand tick towards midnight.","clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour",False,"domestic_life, relationship_conflict","setting:bedroom, activity:glancing_at_clock","Time, Seasons & Temporal Framing","Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.9418753899234692,0.3422222222222222,0.0004811585364889069,Top ↑,Tier 2
227,Voyeuristic Secretary,30,0.0014726419009117439,0.00031004129591407996,0.0002903602488118041,0.0003422484485717895,0.006337725554534003,32,0.0005959955775896085,0.0003049910991122501,0.0002687427479619676,0.0003719537726060432,0.0012494322003328974,30,0.00028069730686725925,0.0002635783159844235,0.00022844189317308475,0.00031553790900844405,7.060377488385928e-05,0.33555555555555555,-0.00625,0.3229166666666667,6.495733987844744,0.03885700172122633,601.0,0.026077477308078682,477.0,0.971908492263774,635.0,0.029534912543505935,0.40036827546000053,0.23469729577270815,0.9918432453216832,0.9053785491978091,0.043478260869565216,0.0007790438556112779,44.96115010003909,"A secretary, feeling watched by her boss, struggles with her emotions while working late.","emersona, feels, scuffle, replies, destructive, cra, voyeur, involves, announces, filing",False,"romance_core, sexual_tension","setting:office, activity:working, sexual:eyes_on_me",Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",medium,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Heroine interprets hero's behaviour as purely sexual interest,Initial Conflict & Isolation,I,medium,False,0.9837108951630787,0.33555555555555555,0.0011919445940444845,Top ↑,Tier 2
150,Deflecting Blame,30,0.002244122808696142,0.002243255137742945,0.001966389754049298,0.0024278078876783732,0.000492042421576545,32,0.0023974563783719545,0.002128624787640357,0.0019206794419909577,0.0026859703326636356,0.000961030532794478,30,0.002579014261936531,0.00244754613294732,0.002256569625156419,0.0028629294596631836,0.0007851373156479857,-0.3333333333333333,-0.03333333333333333,-0.23541666666666666,4.934358929406244,0.08482377035252252,300.0,0.027086318388295935,464.0,0.8271708206522327,367.0,0.11304264363893157,0.4263939698329431,0.2375261766358259,0.9725482559679913,0.9053785491978091,1.0,0.0024066599589878564,2.739415526985278,"He tries to deflect blame for a past mistake, but she insists it's not his fault.","industries, fault, dona, anythinga, avaa, aa, shoulda, dramatic, stop, consented",False,"relationship_conflict, domestic_life","setting:home, activity:argument","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),medium,False,,,Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.869697478636422,0.3333333333333333,0.00033489145324038915,Trash ↑,Tier 2
259,Work At Desk,30,0.002459195500103768,0.0023220830275206402,0.0020543029470648753,0.0027659628719202845,0.0008040369265292456,32,0.0028441846905007716,0.002727913662431315,0.0020995524287755925,0.003497815966848678,0.0009746740596261616,30,0.00317835904730389,0.003278232160462857,0.00213276103501348,0.0036320189216428565,0.001308837107644704,-0.3288888888888889,-0.21458333333333332,-0.12708333333333333,5.064784946236557,0.07946866602076458,302.0,0.029205409568445008,377.0,0.1487937830497453,419.0,0.39410464665212264,0.4189523172811714,0.24275263476130582,0.6695720237238539,0.9053785491978091,0.9891304347826086,0.0028276146360679826,2.5723636615773913,"She sits behind her desk, worried, as she waits for news on her computer.","desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat",False,"domestic_life, work_or_school","setting:office, activity:waiting",Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",high,False,,,None of the above,Not a narrative function,NA,high,True,0.8321294666431469,0.3288888888888889,0.0007191635472001221,Trash ↑,Tier 2
338,Freshman Roommate Awakening,30,0.002018427185564173,0.0017549683849051147,0.001616674017920748,0.002194598037858455,0.0006774892404308231,32,0.002227741966121673,0.0017314346691976196,0.0014808049600121974,0.0020692284279372926,0.0026342591484324208,30,0.002297342784363329,0.0015400833006130993,0.0013035200039805198,0.0020969055062746165,0.003548211714215029,0.32666666666666666,0.15,0.18958333333333333,4.906191561477328,0.08602685356278676,597.0,0.030317428813310024,552.0,0.3138664666322961,571.0,0.202389127548675,0.4263939698329431,0.24275263476130582,0.7215357224770669,0.9053785491978091,0.9456521739130435,0.0021821830653665068,9.515023349428448,"A freshman roommate, Paige, is sexually awakened by her new roommate's advances in their dorm room.","freshman, comes, roommate, ey, breasta, earful, doesna, thankfully, offer, shrine",False,"romance_core, sexual_content","setting:dorm_room, activity:sexual_awakening",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.9865901775958288,0.32666666666666666,0.0002789155987991559,Top ↑,Tier 2
142,Kitchen Conversation,30,0.002728386956691324,0.002623105446210905,0.0021107127241636985,0.0030737891363203764,0.0008301204176463204,32,0.0026403744774294055,0.0025016887335207634,0.002015705168355596,0.00295313327206164,0.0008504079237859462,30,0.0023788861530217986,0.0022036531972072816,0.0018734642656918297,0.00261633096227047,0.001079464043055737,0.32222222222222224,0.0875,0.23541666666666666,4.967692262739604,0.08342175674722523,595.0,0.03265093917842125,522.0,0.5588402297835617,593.0,0.11304264363893157,0.42582448966494074,0.24275263476130582,0.8648115773121181,0.9053785491978091,1.0,0.0025838062670558116,2.8445834298365407,"The couple stands in the kitchen, discussing their day while she leans against the counter.","kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens",False,"romance_core, domestic_life","setting:kitchen, activity:discussing","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,0.9537125706338697,0.32222222222222224,0.00034950080366952544,Top ↑,Tier 2
139,Awkward Questions At Door,30,0.003811187310546229,0.0036196010975987573,0.0029780548068817463,0.004184367609942059,0.0016221592776210151,32,0.004468173260146436,0.0042715830287521845,0.0032411957683935576,0.005667240278418495,0.0016783526405852425,30,0.005195134949090453,0.005878543096357776,0.0029741561060983145,0.007156937635095538,0.0022068109278924517,-0.32222222222222224,-0.22916666666666666,-0.20416666666666666,5.806872370266433,0.054834474553628616,305.0,0.03265093917842125,370.0,0.12297483941384534,382.0,0.1696355912946409,0.40036827546000053,0.24275263476130582,0.6695369360161473,0.9053785491978091,1.0,0.004490991436019417,1.8620869414529264,"She hesitates at the door, asking him 'What is it?' with a stammer.","asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh",False,"relationship_conflict, domestic_life","setting:doorway, activity:asking_questions","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),medium,False,,,Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.7266397279174149,0.32222222222222224,0.0013839476385442235,Trash ↑,Tier 2
303,Living Life To Fullest,30,0.0023293124087727093,0.0023801889773227723,0.00199543555507534,0.002738239041652392,0.0006189049887287923,32,0.002236303439533369,0.002226388303965182,0.0017474928682303078,0.0026294693432630132,0.0007307430983376706,30,0.0019281008302559053,0.002052076190442216,0.0012141787810932881,0.00243141634125045,0.0008294573643138568,0.32,0.13125,0.225,5.060843267882149,0.07962544041893607,594.0,0.03387428012952025,543.0,0.37865943609003383,588.0,0.12996632211485856,0.4189523172811714,0.24349142377891558,0.7726698512978618,0.9053785491978091,0.9347826086956522,0.002166131600390503,1.8319250717215734,She contemplates the meaning of living life to the fullest.,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",False,"romance_core, domestic_life","setting:home, activity:reflecting",Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,0.9353829597728494,0.32,0.00040121157851680397,Top ↑,Tier 2
75,Bedroom Encounter,30,0.0037541929119895203,0.0035414818251288636,0.00299931103743963,0.0043135750689190224,0.001331761440580009,32,0.003450054013248758,0.003146813795421962,0.002685713522296229,0.0042664929986220785,0.0011569372655491348,30,0.0030537454659973562,0.0027198825379157994,0.0020819246919380504,0.00391929704410397,0.0012100505307168833,0.31777777777777777,0.1625,0.225,5.268151005142556,0.07178530406978681,593.0,0.03513659994217983,558.0,0.27498363751687716,588.0,0.12996632211485856,0.4189523172811714,0.24349142377891558,0.7075259456841363,0.9053785491978091,1.0,0.0034199986930822453,2.3794586462948866,"The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment.","bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge",False,"romance_core, physical_affection","setting:bedroom, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,0.8885584797407822,0.31777777777777777,0.0007004474459921641,Top ↑,Tier 2
209,Clan Heir's Obsession,30,0.003996478990435691,0.003121071266499616,0.0026515502671727365,0.003668864625263441,0.00377576604191786,32,0.003001540553917428,0.002954093428830293,0.0025085661757062875,0.0035012254089201826,0.0008663100644076935,30,0.003091797392144021,0.0027350900221722093,0.002099114107055533,0.003246559044078122,0.0029041399442504717,0.3088888888888889,0.12916666666666668,0.20208333333333334,4.5463037634408465,0.10298706494258424,589.0,0.04059500053669264,542.0,0.3863349256489309,577.0,0.17405478770762306,0.43483427420202236,0.24349142377891558,0.7726698512978618,0.9053785491978091,1.0,0.003355408578290751,6.1315022773625705,"The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.","fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",False,,,Family & Kinship,Social World Outside Couple,medium,False,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),None of the above,Not a narrative function,NA,high,True,0.9464998014907315,0.3088888888888889,0.0009046815982916702,Top ↑,Tier 2
318,Mutual Clitoral Stimulation,30,0.002240011795326748,0.002303622183990295,0.0020602165377380747,0.0024543784191258617,0.0003555612521485685,32,0.002370622991885698,0.002292545724017974,0.0020849489159515586,0.0025922243825061376,0.0005123481671493491,30,0.0020288409477174783,0.001846515255711399,0.0016265167308270973,0.00226625089730675,0.0006678441679248102,0.3088888888888889,-0.09375,0.37916666666666665,7.488800257129469,0.023649811639839338,589.0,0.04059500053669264,435.0,0.530775436380949,662.0,0.010570323073728464,0.40036827546000053,0.24349142377891558,0.8619116718200928,0.9053785491978091,1.0,0.002216581717735534,1.6605603007329919,"She and he mutually stimulate each other's clitoris, expressing mutual pleasure.","feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly",False,"sexual_content, romance_core","setting:bedroom, activity:mutual_stimulation",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,,,Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.9951916770169741,0.3088888888888889,0.00021117084760926977,Top ↑,Tier 2
27,Exiting Through Doorways,30,0.0037592174289209595,0.003372773087993975,0.002437378926915092,0.004293411881238443,0.0018445332032754782,32,0.004389909848700089,0.0034919625424378797,0.0029285255094157335,0.005911175707094421,0.0023646513524502523,30,0.004949832444946429,0.00491484016277449,0.0030221035080904702,0.0068431242216957545,0.0022396230179805897,-0.30666666666666664,-0.12708333333333333,-0.14166666666666666,3.8374444834034307,0.1467944101239098,312.0,0.04206682132383563,419.0,0.39410464665212264,412.0,0.3417066556295937,0.4930509073391022,0.24349142377891558,0.7790970471388782,0.9053785491978091,1.0,0.0043668327323307015,2.340967809533777,"She opened the door and stepped out into the hallway, leaving him behind in the car.","door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",False,"domestic_life, social_setting","setting:doorway, activity:exiting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.7104935981106785,0.30666666666666664,0.0011906150160254695,Trash ↑,Tier 2
9,Marriage Ceremony Planning,30,0.007271303054554452,0.00555339634706711,0.003489112386014879,0.00904523045833669,0.005543515021624755,32,0.005946522502717336,0.004673357119676744,0.0027107410270609113,0.006390811446370782,0.004522229608906572,30,0.005921189889610374,0.0033044065886716273,0.0025184325945133415,0.005962589815907445,0.006186971475784744,0.30666666666666664,0.1625,0.18333333333333332,4.573433847592355,0.10159947371758737,588.0,0.04206682132383563,558.0,0.27498363751687716,568.0,0.21775616156549682,0.43483427420202236,0.24349142377891558,0.7075259456841363,0.9053785491978091,1.0,0.006370255526216299,4.340100956371469,"The couple plans their wedding ceremony, discussing details and arrangements.","married, wedding, marriage, marry, divorce, marrying, divorced, engaged, getting, ceremony",False,"romance_core, domestic_life","setting:wedding_planning, activity:planning","Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),high,False,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",Heroine's identity is restored,Commitment & Restoration,III,high,False,0.841531333882144,0.30666666666666664,0.0013501131649440775,Top ↑,Tier 2
