topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,keywords,label_is_noise,primary_categories,secondary_categories,taxonomy_main_name,taxonomy_main_group,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_name,taxonomy_secondary_group,radway_main_name,radway_phase_name,radway_phase,radway_confidence,radway_is_none,middle_relative,abs_cliffs_top_trash
11,Wine Tasting At Dinner,30,0.01117600591326533,0.010608681849747668,0.008642414901239313,0.014614777671453041,0.004669807884499657,32,0.013233748133259466,0.012986837394018642,0.009464069612546578,0.016905532034191637,0.0052489117179118396,30,0.013895841134861198,0.013390683745302192,0.008937221109637277,0.018847644994836037,0.00674742162220496,-0.21777777777777776,-0.21458333333333332,-0.03958333333333333,2.8380084151472715,0.24195483376631632,352.0,0.14944870623046316,377.0,0.1487937830497453,461.0,0.7944092971383729,0.578332490055431,0.3500784762384822,0.6695720237238539,0.939841929113168,1.0,0.012778645127261944,2.017126412828822,"The couple sits at a dinner table, sipping wine and waiting for their food.","wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",False,"social_setting, romance_core","setting:restaurant, activity:dinner, activity:wine_tasting",Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.9698412376881537,0.21777777777777776
12,Tender Forehead Kisses,60,0.0046219814949188705,0.0014781084919243204,0.0004981343347979303,0.007727096865684108,0.0056378777428043115,64,0.004910690420059292,0.0023419145743505112,0.00048014262699697563,0.007744013547227002,0.0069845654482714615,60,0.004328161215929872,0.0018657998188488397,0.0004818590301710953,0.005716949096801049,0.005677745678042916,0.10222222222222223,0.0390625,0.04895833333333333,0.8501964600469591,0.6537055684625577,1984.0,0.33548468587749847,1995.0,0.7095206119935904,2014.0,0.6401421920895621,0.827592647291903,0.5412064272174739,0.9320180624088004,0.9094638791635928,0.5271739130434783,0.004626591030079996,10.120199166677459,"He tenderly kisses her forehead, leaning in with soft lips.","kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft",False,"romance_core, physical_affection","setting:bedroom, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,1.2551799100706493,0.10222222222222223
13,Playful Laughter And Smiles,60,0.004033603562565708,0.003311661061702713,0.0017363827627141152,0.006113385177042015,0.002843444962594099,64,0.004164113404819769,0.0030259324456544364,0.001578457394994539,0.006104672661030708,0.0032101035365318187,60,0.004088381834326947,0.0031675059569035748,0.0012231542793423031,0.0058332542767772855,0.003445932506737991,0.05,0.016666666666666666,0.041666666666666664,0.2699412455934862,0.8737415793949818,1890.0,0.6385313730974329,1952.0,0.8748508078938483,2000.0,0.6909987865436766,0.9327382913181301,0.7635584951025246,0.9725482559679913,0.9187803169396278,0.8641304347826086,0.004096860770228394,3.297465673059602,The couple shares playful laughter and smiles while looking at each other.,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",False,"romance_core, physical_affection","setting:living_room, activity:laughing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,high,False,0.9137204254612307,0.05
14,Playful Smiling Interactions,30,0.005072611946057814,0.004374878754212822,0.003778416283066514,0.005904176672635628,0.0019149248592727135,32,0.004781904915845308,0.004257890799564326,0.0035138783054013897,0.005441420030203004,0.002277438535650858,30,0.004853080230596251,0.0037543033305802035,0.0029324238894385913,0.005719506612682368,0.002962890261033106,0.2111111111111111,0.125,0.07708333333333334,1.9609601449274692,0.3751309655694809,545.0,0.16237502241276747,540.0,0.4019681956154475,517.0,0.6071572556153206,0.6258282449988413,0.3559760106741441,0.781133516131681,0.9094638791635928,1.0,0.004899910028333389,2.549062136830972,The couple exchanges playful smiles and laughter while interacting.,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",False,"romance_core, physical_affection","setting:various, activity:smiling, activity:laughing","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,,,Heroine responds warmly to hero's tenderness,Turning Point & Recognition,II,high,False,0.9732591327561353,0.2111111111111111
16,Intergenerational Family Bonding,30,0.0032376966165766244,0.003174298470813067,0.0018167133864288607,0.00431846745826053,0.0017276930751047015,32,0.0030320120896729,0.003070666562469733,0.0023204210987525205,0.0035686440219943874,0.0012044814549945074,30,0.0025794023178292145,0.002111406912795257,0.0015117609823852385,0.002890619341929361,0.001917084568245055,0.2644444444444444,0.041666666666666664,0.3,4.810892940626445,0.09022520374091714,569.0,0.07978164712498097,500.0,0.7835658377298897,624.0,0.04324589914434661,0.42765389289027533,0.29963991959336245,0.9570697017986511,0.9053785491978091,0.9130434782608695,0.0029514929880620428,3.470911629332974,"The youngest grandson sits with his older uncles, reminiscing about their fathers' shared history.","fathera, parents, died, dada, older, fathers, children, kids, grandson, hea",False,"domestic_life, relationship_conflict","setting:home, activity:reminiscing",Family & Kinship,Social World Outside Couple,high,False,,,None of the above,Not a narrative function,NA,high,True,0.9673527848652278,0.2644444444444444
17,17____,30,4.2404089660580055e-06,3.895026172066009e-06,3.566649933650563e-06,4.655627690967567e-06,1.0710961355346246e-06,32,4.210858322342589e-06,3.967021673537344e-06,3.6413039706693983e-06,4.781904278536781e-06,9.854184906559362e-07,30,3.96192945512211e-06,3.9638857518155885e-06,3.3969568151393822e-06,4.176238619198272e-06,7.950085067598557e-07,0.12666666666666668,0.01875,0.15833333333333333,1.2273696820944338,0.5413523917859508,507.0,0.40353753915408586,489.0,0.9046968873203879,556.0,0.2875617147663595,0.7587808114376853,0.5923169029643663,0.9725482559679913,0.9053785491978091,0.0,4.139321945112678e-06,2.123598849983927,,", , , , , , , , , ",,,,,,,False,,,,,NA,,False,1.0007658760429108,0.12666666666666668
18,18____,30,4.8787242708928385e-06,4.483988047501465e-06,4.105716214695751e-06,5.354608006571886e-06,1.2312327876259535e-06,32,4.841628151235882e-06,4.562516225698305e-06,4.185455038835922e-06,5.4976115452334e-06,1.1316280914945093e-06,30,4.558138402287147e-06,4.555825402062718e-06,3.907941208080444e-06,4.806350713435208e-06,9.16004180400094e-07,0.12666666666666668,0.020833333333333332,0.15208333333333332,1.173910121552126,0.5560177500025771,507.0,0.40353753915408586,490.0,0.8935480033872298,553.0,0.30714640203164334,0.7663862493391376,0.5923169029643663,0.9725482559679913,0.9053785491978091,0.0,4.76128240255378e-06,2.120821226218178,,", , , , , , , , , ",,,,,,,False,,,,,NA,,False,1.001446648716549,0.12666666666666668
19,Adrenaline-fueled game,30,0.004929603308967283,0.004164492188962193,0.0033920668626833505,0.00636972589844686,0.002582461594672856,32,0.004096292039993307,0.00358752507220485,0.002188542972605819,0.00605019263960664,0.002610506977167047,30,0.0038291655200417313,0.0034223159868639794,0.001238727585471814,0.005494249240703405,0.0029240426417046104,0.27555555555555555,0.22708333333333333,0.06875,3.943571762505826,0.1392080250875038,574.0,0.06786886081944325,589.0,0.12643295506807567,513.0,0.6471019643535434,0.4908159235043948,0.2796524144608385,0.6695369360161473,0.9094638791635928,0.967391304347826,0.004280917501631045,3.010720829147899,She feels her heart race and stomach flutter as he traces her veins with his fingers during intense foreplay.,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",False,"sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:touching",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,,,Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.8614555684767219,0.27555555555555555
20,Eye Contact And Staring,60,0.004354041506182166,0.00364130539318083,0.0029152665771427734,0.005203260444854342,0.002313321840102767,64,0.0042838221109299714,0.0036980599698062276,0.0029979758003121776,0.0055248996497133315,0.0021526824411578866,60,0.004369653843283472,0.003804125222090304,0.002133755944571535,0.005725956487710656,0.0031264337835600065,0.052222222222222225,0.0005208333333333333,0.04791666666666667,0.3019062132784711,0.859888020752953,1894.0,0.6236048843956887,1921.0,0.9980052906758152,2012.0,0.6473117022902591,0.9306383009414871,0.7562867746926437,1.0,0.9094638791635928,1.0,0.004334708348192697,4.3405793264504045,"The couple's gazes meet and hold, their expressions intense.","gaze, stare, staring, looks, stares, look, stared, glares, glances, looked",False,"romance_core, physical_affection","setting:face_to_face, activity:staring",Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",high,False,,,Heroine interprets hero's behaviour as purely sexual interest,Initial Conflict & Isolation,I,medium,False,0.9721183338340191,0.052222222222222225
21,Parked Car Makeout,30,0.003745802023918426,0.0032149459795063062,0.002776387833252127,0.00423761622015748,0.0014683989033383717,32,0.0037624367269935986,0.0034365346736192587,0.002542325873859583,0.004817734457283611,0.0013570775665626587,30,0.003505248782976468,0.0030757645267414768,0.002448888170080407,0.004039057694874901,0.0014911456831525995,0.15333333333333332,0.022916666666666665,0.14375,1.3369682094436257,0.512484862638033,519.0,0.31118764341027494,491.0,0.8824201140755036,549.0,0.3346026954191381,0.7276741067932524,0.519152068518605,0.9725482559679913,0.9053785491978091,1.0,0.0036731467333765435,2.308900620088184,"The couple, parked in his car, engages in passionate kissing.","car, driver, limo, parked, parking, cars, driveway, suv, curb, cab",False,"romance_core, physical_affection","setting:car, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,1.0689245133924548,0.15333333333333332
22,Resisting Temptation,30,0.0022974360612852966,0.0022281202335636074,0.0019294236000714977,0.0027222695911038215,0.0005740983160465693,32,0.002144905355237883,0.0019580284844900432,0.001488261109445114,0.0024351451756095257,0.0008987078848988662,30,0.002045992164961716,0.0018844256968014595,0.0015036593570177572,0.002424821430987294,0.0008139133614145532,0.29777777777777775,0.22291666666666668,0.058333333333333334,4.215798854604941,0.12149290325850244,584.0,0.048413499464813624,587.0,0.13357586184760845,508.0,0.6984879602465006,0.47022822281196347,0.24349142377891558,0.6695369360161473,0.9187803169396278,1.0,0.002162389327771985,2.452437783963117,"She struggles with her desire, trying to make the right choice.","didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",False,"romance_core, relationship_conflict","setting:mind, activity:thought",Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",high,False,,,Heroine responds with anger or coldness,Initial Conflict & Isolation,I,medium,False,0.8787804029230392,0.29777777777777775
23,Board Game Around Table,30,0.0013895406374834407,0.0006276825729546005,0.0005905777158593485,0.000670118965548383,0.004197756574659621,32,0.004506113835960664,0.0006404881340935924,0.0005793489758618791,0.0006982087263258255,0.013083000637657206,30,0.0007709980616894131,0.0006159312870847019,0.0005633711965281345,0.0006798769907774105,0.0006822349703337319,0.07333333333333333,-0.06666666666666667,0.13333333333333333,0.8438522674146611,0.6557824778248704,483.0,0.6308762921617199,448.0,0.65725516871927,544.0,0.37107853940374946,0.827592647291903,0.7570515505940638,0.9089835633224086,0.9053785491978091,0.07608695652173914,0.0022718674318035533,26.158216717652984,"The couple sits around a table, playing a board game, their hands occasionally touching.","reesea, merinaa, gwynetha, taga, board, hadna, gave, told, cadea, wasna",False,"domestic_life, physical_affection","setting:table, activity:board_game","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,1.020401170353667,0.07333333333333333
24,Phone Notifications During Night,30,0.002320974684109587,0.0022803417169074197,0.0016540974539686897,0.0032167788503488838,0.0011145151211365448,32,0.001953893878973396,0.0018259240160640124,0.0010787264860648222,0.002799435358537623,0.0010980319491815844,30,0.0020653140996355606,0.0017202446919752671,0.000663522365555813,0.002701554056901596,0.0018923337463597463,0.2644444444444444,0.21875,0.08125,3.7037751285647005,0.15694065098854226,569.0,0.07978164712498097,585.0,0.14102709032657285,519.0,0.5876068182859993,0.5110018950677453,0.29963991959336245,0.6695369360161473,0.9094638791635928,0.7282608695652174,0.0021099268221685123,4.562902216514476,"She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.","rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse",False,"domestic_life, relationship_conflict","setting:bedroom, activity:texting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.8007238224225152,0.2644444444444444
26,Nighttime Fun Planning,30,0.002742335848906445,0.0026338728769271774,0.0021313036941820614,0.003400108242515748,0.0008790511818810859,32,0.003058604097927912,0.002616505617687727,0.0018816613947517818,0.003806800341518336,0.0015644706256174278,30,0.0026119134338521274,0.0025503979803095257,0.0019593722798978684,0.003034082999157345,0.0008268544512366655,0.08888888888888889,-0.03333333333333333,0.09166666666666666,0.5145862552594735,0.7731415513961588,490.0,0.5592305357919067,464.0,0.8271708206522327,524.0,0.5400503626793949,0.8963200358558858,0.721723936757857,0.9725482559679913,0.9053785491978091,0.9891304347826086,0.0028098131480048948,2.4283135337301305,The couple discusses and plans their evening activities during the night.,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",False,"romance_core, social_setting","setting:nighttime, activity:planning","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,"Time, Seasons & Temporal Framing","Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,0.9934061515526416,0.08888888888888889
27,Exiting Through Doorways,30,0.0037592174289209595,0.003372773087993975,0.002437378926915092,0.004293411881238443,0.0018445332032754782,32,0.004389909848700089,0.0034919625424378797,0.0029285255094157335,0.005911175707094421,0.0023646513524502523,30,0.004949832444946429,0.00491484016277449,0.0030221035080904702,0.0068431242216957545,0.0022396230179805897,-0.30666666666666664,-0.12708333333333333,-0.14166666666666666,3.8374444834034307,0.1467944101239098,312.0,0.04206682132383563,419.0,0.39410464665212264,412.0,0.3417066556295937,0.4930509073391022,0.24349142377891558,0.7790970471388782,0.9053785491978091,1.0,0.0043668327323307015,2.340967809533777,"She opened the door and stepped out into the hallway, leaving him behind in the car.","door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",False,"domestic_life, social_setting","setting:doorway, activity:exiting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.7104935981106785,0.30666666666666664
28,Unclear Feelings Conversation,30,0.0008640735950853324,0.0008540325137628777,0.000812355212986967,0.0009328545710294251,0.00012788423793474535,32,0.000788287164210053,0.000793845391574125,0.0007030599219686671,0.0008824008647616914,0.00011452310280931991,30,0.0008650674206253754,0.0008424342515165196,0.0007177034416921985,0.0009088372475142812,0.0002842037339476916,0.1688888888888889,0.3729166666666667,-0.16875,6.003973819541841,0.04968824416515693,526.0,0.26432621279678536,659.0,0.011925746178120485,399.0,0.25683008206319546,0.40036827546000053,0.4659771380231989,0.6406808084862614,0.9053785491978091,0.08695652173913043,0.0008380371709352493,2.536382327390238,"The couple sits at a table, struggling to express their feelings.","dona, want, say, need, think, talk, really, anymore, anybody, flatter",False,"romance_core, relationship_conflict","setting:table, activity:conversation","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),medium,False,,,Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.9295258503963131,0.1688888888888889
29,Time Perception Distortion,30,0.003976014115062022,0.003897546853144412,0.0031822093727229975,0.0049147181466019044,0.0011772074641862662,32,0.004421579642834613,0.0043469584002993,0.0035179219398128606,0.0051231485345115966,0.0013291896744632766,30,0.003923750105065867,0.0036597833029881495,0.0028252337784187447,0.004940459586863275,0.0013626886574694512,0.03777777777777778,-0.18125,0.20208333333333334,2.3205236091631605,0.3134041195066789,467.0,0.8072749507289148,393.0,0.22306033810705406,577.0,0.17405478770762306,0.591857715038051,0.8792612520677988,0.7075259456841363,0.9053785491978091,1.0,0.004113950817114612,2.1737728091612016,"She felt like hours had passed, but it was only minutes.","minutes, weeks, months, days, week, hours, years, month, seconds, hour",False,"romance_core, relationship_conflict","setting:undefined, activity:waiting",Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,,,None of the above,Not a narrative function,NA,high,True,1.1153062304463883,0.03777777777777778
