book_id,sum_prob,frac_topics_gt_0_001,frac_topics_gt_0_005,frac_topics_gt_0_01
53490997,0.9999999999999999,0.6711956521739131,0.10326086956521739,0.029891304347826088
53491020,1.0,0.6331521739130435,0.09510869565217392,0.03260869565217391
53491063,1.0,0.5815217391304348,0.15489130434782608,0.03260869565217391
54474410,0.9999999999999999,0.720108695652174,0.1331521739130435,0.021739130434782608
55538972,1.0,0.7336956521739131,0.13043478260869565,0.021739130434782608
55583305,0.9999999999999999,0.7472826086956522,0.13043478260869565,0.02717391304347826
55590890,1.0,0.7119565217391305,0.1331521739130435,0.021739130434782608
55738401,1.0,0.6739130434782609,0.12771739130434784,0.024456521739130436
55817097,0.9999999999999999,0.7336956521739131,0.12771739130434784,0.019021739130434784
55849103,1.0,0.7255434782608695,0.13043478260869565,0.029891304347826088
56916467,1.0,0.7065217391304348,0.10597826086956522,0.02717391304347826
57200226,1.0,0.7744565217391305,0.11684782608695653,0.021739130434782608
57216633,1.0,0.7228260869565217,0.11413043478260869,0.021739130434782608
58013278,1.0,0.5978260869565217,0.14673913043478262,0.051630434782608696
58995736,1.0000000000000002,0.720108695652174,0.11684782608695653,0.024456521739130436
60217302,1.0000000000000002,0.7391304347826086,0.12228260869565218,0.016304347826086956
60416566,1.0,0.6820652173913043,0.13043478260869565,0.04619565217391304
60576722,1.0,0.7255434782608695,0.11413043478260869,0.03260869565217391
60686882,0.9999999999999999,0.7255434782608695,0.11684782608695653,0.019021739130434784
60797616,1.0,0.6929347826086957,0.13043478260869565,0.029891304347826088
60809640,1.0,0.7336956521739131,0.10869565217391304,0.024456521739130436
61229235,1.0,0.7146739130434783,0.11684782608695653,0.021739130434782608
61273778,1.0000000000000002,0.720108695652174,0.11413043478260869,0.029891304347826088
62316382,1.0,0.6793478260869565,0.11956521739130435,0.04076086956521739
62322599,1.0,0.6793478260869565,0.12771739130434784,0.03260869565217391
62626163,1.0,0.720108695652174,0.11413043478260869,0.024456521739130436
63046139,1.0,0.6929347826086957,0.1358695652173913,0.035326086956521736
63095160,1.0,0.6820652173913043,0.11684782608695653,0.03260869565217391
63130875,1.0,0.7282608695652174,0.12771739130434784,0.02717391304347826
63830782,1.0,0.7119565217391305,0.11956521739130435,0.019021739130434784
75599070,1.0,0.6141304347826086,0.16032608695652173,0.035326086956521736
8686068,1.0,0.625,0.16304347826086957,0.02717391304347826
