topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,label_is_noise,middle_relative,abs_cliffs_top_trash,direction,tier
55,Dominatrix Session,30,0.0051333274362202,0.004008409379597,0.0034061257458778,0.0047845202679669,0.0040518147599108,32,0.0060498217689597,0.0050313631022426,0.0034973835345221,0.0077202265287304,0.0035605370589576,30,0.0077284561135101,0.005743392782548,0.0038364898382587,0.0117875074618742,0.0046518786003829,-0.3555555555555555,-0.2020833333333333,-0.1833333333333333,5.966757246376801,0.0506215135948861,290.0,0.0183679594713855,383.0,0.174054787707623,392.0,0.2177561615654968,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.9891304347826086,0.0062983456858546,3.207053789805143,"A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.",False,0.876026280133307,0.3555555555555555,Trash ↑,Tier 1
259,Work At Desk,30,0.0016600409645414,0.0015826455512684,0.0013117358574459,0.0018322917329755,0.0005796551174427,32,0.0019479756378205,0.0019064227727747,0.0014160953617286,0.0024024679378858,0.000680986098064,30,0.002192879971836,0.0022482779423601,0.001431386845311,0.0025746228287117,0.0009276653112546,-0.3511111111111111,-0.2375,-0.13125,5.85616818606826,0.0534994399673946,292.0,0.0198830764139107,366.0,0.1098761335896392,417.0,0.3786594360900338,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.9456521739130436,0.0019339440054519,2.62252833027804,"She sits behind her desk, worried, as she waits for news on her computer.",False,0.8479479569944365,0.3511111111111111,Trash ↑,Tier 1
176,Emotional Throat Tightness,30,0.0013681546514811,0.0012790489326535,0.0009953440729218,0.0015763396612285,0.0005395897443989,32,0.001221762715393,0.0010752692902863,0.0008932297189454,0.0015137693938246,0.0004861184669352,30,0.0011003686716491,0.0009877559250653,0.0007283550059237,0.001237061563349,0.0004634168474579,0.3466666666666667,0.16875,0.1833333333333333,5.411451028517945,0.0668218260681832,606.0,0.0215061799325118,561.0,0.2568300820631954,568.0,0.2177561615654968,0.5642347558174883,0.3151573199952485,0.8734726646103013,0.8836075805125092,0.5869565217391305,0.001229914202027,2.320108123621833,"She struggles to hold back tears, feeling a lump in her throat as she tries to express her emotions.",False,0.8406787096000669,0.3466666666666667,Top ↑,Tier 2
262,Clever Insults During Argument,30,0.0007062055726454,0.000451878413995,0.0001647078665834,0.0011099429693878,0.0007400548354717,32,0.0006786751164652,0.0004544662134461,0.0001831272655803,0.0009414321725787,0.0006831318764872,30,0.0005048139117306,7.483715808362101e-05,4.859314571698945e-05,0.0004565989014617,0.0008903871057691,0.3444444444444444,0.025,0.325,6.734455352968666,0.0344851088215394,605.0,0.0223601480626597,492.0,0.871315383351688,636.0,0.0284982755152688,0.526834887246048,0.3151573199952485,0.958056123853404,0.8638351192387718,0.2391304347826087,0.0006309585680235,6.535295680597758,"She glares at him, retorting with a clever insult as they argue in the kitchen.",False,1.0057265379320333,0.3444444444444444,Top ↑,Tier 2
60,Boss's Boss Interaction,30,0.0010250560879157,0.0008351681805123,0.0006458754580066,0.0010132274985405,0.0008284709473483,32,0.0013504458188289,0.0009685476414878,0.0007838089269717,0.0013942547050352,0.0013377325990075,30,0.001492329888744,0.0009735275302801,0.0008130661147409,0.0014716046797362,0.0012288225331343,-0.3444444444444444,-0.2708333333333333,-0.08125,5.919796049555828,0.051824201687753,295.0,0.0223601480626597,350.0,0.0681332372939536,441.0,0.5876068182859993,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.391304347826087,0.0012906070163295,6.244105578683415,The employee interacts with their boss's boss in a professional setting.,False,0.9948845942966632,0.3444444444444444,Trash ↑,Tier 2
97,Eyes Closed In Intimacy,30,0.0019562089019612,0.0019068068612623,0.0015665289612724,0.0021901773695782,0.000767902026435,32,0.0015926273122491,0.0016560450110687,0.0011028846735766,0.0019709584488144,0.0006259270692973,30,0.001552970894497,0.0013984014415269,0.0007839518696697,0.0019960769726598,0.0009110993809942,0.34,0.2854166666666666,0.0875,6.104999415614714,0.0472406887569279,603.0,0.0241568846428126,617.0,0.0545144786438286,522.0,0.5588402297835617,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.7391304347826086,0.0016982550857143,2.491648325147421,She closed her eyes as he leaned in for a kiss.,False,0.8684911712155865,0.34,Top ↑,Tier 2
239,Tearful Emotional Moment,30,0.0014713061245664,0.0013270539423551,0.0011799783936678,0.0016754570804684,0.00046065962548,32,0.0012737309625464,0.0013166699084438,0.0010117110286057,0.00144448960049,0.0004180036153142,30,0.0012348786640161,0.0010814569645171,0.0007781438806365,0.0014932118364065,0.0005330860962961,0.3377777777777778,0.20625,0.0791666666666666,4.796140135577389,0.09089320184413,602.0,0.0251012827293351,579.0,0.1653010622924956,518.0,0.5973456715788438,0.5662475925234756,0.3151573199952485,0.803254353877682,0.8836075805125092,0.7282608695652174,0.0013254884180322,1.9802010337408396,"She struggles to hold back tears, her eyes welling up as she grapples with her emotions.",False,0.9921750482046792,0.3377777777777778,Top ↑,Tier 2
36,Kneeling For Intimacy,30,0.0025988350785548,0.0022496644735633,0.0017335172111047,0.0030774797043436,0.0014922811670316,32,0.0019392912203006,0.0019928663768576,0.0013877288344098,0.0024179620221983,0.0008322638172947,30,0.0020010560642775,0.0015573150002204,0.0009955098690724,0.0025945873000399,0.0014412520198757,0.3311111111111111,0.2479166666666666,0.0375,5.108762856474982,0.0777403051550199,599.0,0.0281286698972873,599.0,0.0950817812253839,498.0,0.8052926314065638,0.5662475925234756,0.3151573199952485,0.803254353877682,0.949034512363937,0.8152173913043478,0.0021745005797238,3.689920680682045,"She kneels in front of him, her hands on his knees, looking up at him.",False,0.8858504508968005,0.3311111111111111,Top ↑,Tier 2
310,Feminist Identity Affirmation,30,0.001897795585858,0.0017123729277982,0.0014545201010798,0.0020235869825927,0.0006730360397767,32,0.0017510266388401,0.0016980889716696,0.0014294795805365,0.0019562080740213,0.0004550600693442,30,0.0015361794751579,0.0014598738672286,0.0012451776527566,0.0016925154470899,0.0004008410051006,0.3288888888888889,0.1041666666666666,0.2895833333333333,6.030805867227628,0.0490260772521772,598.0,0.029205409568445,530.0,0.4856449387719904,619.0,0.0510692117960022,0.526834887246048,0.3151573199952485,0.9075987380329,0.8836075805125092,0.9891304347826086,0.0017288272203626,1.9941986847674724,She asserts her identity and purpose as a woman.,False,0.9916583268383972,0.3288888888888889,Top ↑,Tier 2
139,Awkward Questions At Door,30,0.0025780830010705,0.0024182332801837,0.0019473746334353,0.0027964982858563,0.0011628035681539,32,0.0030674960812378,0.0029555383856675,0.0021995748066857,0.0039240741245704,0.0012009955156701,30,0.0035914212871382,0.0040903484077099,0.0019571570964272,0.0049824406281983,0.0015764767155593,-0.3244444444444444,-0.25,-0.2020833333333333,6.091675432445015,0.0475564564809797,304.0,0.031465632577256,360.0,0.0923236948533557,383.0,0.174054787707623,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.9565217391304348,0.0030787500352812,1.9146142465497065,"She hesitates at the door, asking him 'What is it?' with a stammer.",False,0.7225639527039401,0.3244444444444444,Trash ↑,Tier 2
226,Disco Night Adventure,30,0.002782455956763,0.0015194963393711,0.0012885199671026,0.0018807850623374,0.0066922770591569,32,0.001345365073556,0.0013072712547171,0.0011169320817136,0.001523149424374,0.0004012601876724,30,0.0013293106196661,0.0012971295818937,0.0011019953389399,0.0015361789293426,0.0003421852453459,0.32,0.3083333333333333,0.025,5.934548854604941,0.051443331966743,594.0,0.0338742801295202,628.0,0.0377396832394534,492.0,0.871315383351688,0.526834887246048,0.3151573199952485,0.803254353877682,0.952044284684592,0.8586956521739131,0.0018087465178986,21.083004822580957,She and her girlfriend dance the night away at a lively disco in Maine.,False,0.8603318973608255,0.32,Top ↑,Tier 2
27,Exiting Through Doorways,30,0.0025444435948924,0.0023233733660333,0.0016689335351025,0.0028483636494819,0.0013134631900162,32,0.0030073483277152,0.0023837862305209,0.0019925026362236,0.0040349497600941,0.0016310752610242,30,0.0034238951338218,0.0033924878247967,0.0020316480636135,0.0047970645072795,0.0016019786139194,-0.32,-0.1520833333333333,-0.1416666666666666,4.303713768115927,0.11626806089344,306.0,0.0338742801295202,407.0,0.3071464020316433,412.0,0.3417066556295937,0.5662475925234756,0.3151573199952485,0.8750103185323755,0.8836075805125092,0.9891304347826086,0.0029922316124817,2.369601187743508,"She opened the door and stepped out into the hallway, leaving him behind in the car.",False,0.7026660914832276,0.32,Trash ↑,Tier 2
245,Midnight Clock Glance,30,0.0018828686861504,0.0017578098457868,0.0015197597682922,0.0020475346104327,0.0007170789225893,32,0.0017637626583465,0.0016630537308095,0.0015083588447793,0.0019280519290312,0.0005092863407712,30,0.0015847313516087,0.0015259630353134,0.0012466654710168,0.0018192884444118,0.0004656212929864,0.3133333333333333,0.0791666666666666,0.225,4.611302010285158,0.0996938782960628,591.0,0.0377820178941672,518.0,0.5973456715788438,588.0,0.1299663221148585,0.5662475925234756,0.3151573199952485,0.9557176373752148,0.8836075805125092,0.9565217391304348,0.0017442218065202,2.865575959381859,"She glances at the digital clock on the nightstand, watching the hour hand tick towards midnight.",False,0.946094163817604,0.3133333333333333,Top ↑,Tier 2
272,Reluctant Relationship Talk,30,0.0012866338538931,0.001307446650216,0.0009877372810284,0.0014518906700774,0.000396920949118,32,0.0014511464266244,0.0014113308604169,0.0011506069332874,0.0016837144605225,0.0004432316193284,30,0.0016120771568048,0.0016124137172481,0.0011494205777537,0.0020385231160562,0.0005685715452864,-0.3133333333333333,-0.2,-0.1708333333333333,4.959408602150575,0.0837679920354804,309.0,0.0377820178941672,384.0,0.1785594115121441,398.0,0.2509680700975065,0.5662475925234756,0.3151573199952485,0.803254353877682,0.8836075805125092,0.8043478260869565,0.0014499784344882,1.819359518497054,"She hesitates, then says 'no' to his advances, sparking a conversation about their relationship.",False,0.8752907258172791,0.3133333333333333,Trash ↑,Tier 2
339,Prolonged Waiting,30,0.0012185040299361,0.0011533908842369,0.0008992753289618,0.001416022701351,0.0004469397829986,32,0.0011075437730853,0.0010888837600264,0.0008569292781105,0.0012700354327963,0.0003731894480693,30,0.0009884676085307,0.0009048561501245,0.0006086562061101,0.0011572440794433,0.0004416937223877,0.3133333333333333,0.1333333333333333,0.2375,5.11424731182791,0.0775274155679134,591.0,0.0377820178941672,544.0,0.3710785394037494,594.0,0.1098761335896392,0.5662475925234756,0.3151573199952485,0.8750103185323755,0.8836075805125092,0.5869565217391305,0.0011048972814427,2.3799432332990227,"She waits patiently, her mind racing with anticipation.",False,0.944071676394098,0.3133333333333333,Top ↑,Tier 2
54,Phone Ringing And Answering,30,0.0037004410819417,0.003641069482812,0.0028160011456463,0.0039667406518815,0.0015291746005041,32,0.0043672727604576,0.0044409839915353,0.0028467140752086,0.0057512768812504,0.0017719294053941,30,0.0050488617626502,0.0051139357580521,0.0030318537021497,0.0067471042978688,0.0024011104864898,-0.3066666666666666,-0.25,-0.1645833333333333,5.387047101449298,0.0676421783289971,312.0,0.0420668213238356,360.0,0.0923236948533557,401.0,0.2688375633590584,0.5642347558174883,0.3303519167305191,0.803254353877682,0.8836075805125092,0.9782608695652174,0.0043720849312217,2.194563663068463,"The phone rings, and someone picks it up.",False,0.8684082309211582,0.3066666666666666,Trash ↑,Tier 2
308,Clitoral Stimulation During game,30,0.0011547841454466,0.0011529965543723,0.0009222550306466,0.0013904910114689,0.00033500661332,32,0.0010940494639841,0.0010503739344541,0.0008430406622932,0.0013450754332913,0.0003429747199495,30,0.0014017253233072,0.0012909248701571,0.0011903446864276,0.0015912854034104,0.0005983718190426,-0.3022222222222222,0.1125,-0.3666666666666666,7.183812529219267,0.0275457708148552,314.0,0.045146208380795,534.0,0.4510919207309779,304.0,0.0134330882049781,0.526834887246048,0.3303519167305191,0.9021838414619558,0.8638351192387718,0.7065217391304348,0.0012141833359794,3.0984507609212613,"He gently caresses her clitoris as they lie on the bed, building anticipation before going further.",False,0.8136599405357611,0.3022222222222222,Trash ↑,Tier 2
1,Intimate Breast And Nipple Kissing,30,0.0080379405526671,0.0031262891610535,0.0025822655305402,0.0041811094095184,0.0151862783484355,32,0.013307917593782,0.0033795606365599,0.0027850596842224,0.0161866856594773,0.017930785277915,30,0.0200730489150101,0.004122404981173,0.0031429183763712,0.0428595677380082,0.0220238114286251,-0.2977777777777777,-0.1854166666666666,-0.1708333333333333,4.508225222066358,0.1049666486659438,316.0,0.0484134994648136,391.0,0.2125432751706885,398.0,0.2509680700975065,0.5662475925234756,0.3303519167305191,0.8076644456486163,0.8836075805125092,0.9891304347826086,0.0137954679025145,4.604132488617969,He gently kisses her breasts and nipples while she responds with soft moans.,False,0.8198031416161202,0.2977777777777777,Trash ↑,Tier 2
69,Painful Emotional Burden,30,0.0013706320368011,0.0013722037323352,0.001147221934614,0.0014902836278926,0.0002734071849742,32,0.0013012941413217,0.0013801841085258,0.0010716762061741,0.0015064943870862,0.0002729026694594,30,0.0012117755431701,0.0011790193865033,0.0008771883700198,0.001490474929217,0.0003489094863171,0.2977777777777777,0.0708333333333333,0.16875,3.5773696820944,0.1671798932830094,584.0,0.0484134994648136,514.0,0.637014020321811,561.0,0.2568300820631954,0.5878891810726522,0.3303519167305191,0.9557176373752148,0.8836075805125092,0.8152173913043478,0.0012947134774068,1.4783127509165794,She struggles with the emotional pain and guilt that weigh heavily on her heart.,False,1.0058156638266902,0.2977777777777777,Top ↑,Tier 2
142,Kitchen Conversation,30,0.0018260647969467,0.0017069118380278,0.0014044029862877,0.0020160870540951,0.0005449240246455,32,0.0017974631397743,0.0017003685410443,0.0014093626196868,0.0019996400167392,0.000557996459599,30,0.0016326098834238,0.0015082962584908,0.001254698203337,0.0017924989185163,0.0007560421459414,0.2933333333333333,0.0333333333333333,0.2458333333333333,4.401951846657312,0.1106950757239618,582.0,0.051877131053959,496.0,0.8271708206522327,598.0,0.0979054827222475,0.5662475925234756,0.3303519167305191,0.9557176373752148,0.8836075805125092,0.967391304347826,0.0017530332704771,2.939997587686975,"The couple stands in the kitchen, discussing their day while she leans against the counter.",False,0.99616652925225,0.2933333333333333,Top ↑,Tier 2
178,Pursuit Of Happiness,30,0.0016478730500809,0.0015983759660383,0.0014947840052133,0.0017796802750853,0.0004030288208069,32,0.0016866416410146,0.0016389517718234,0.0014290592000777,0.0018790218641294,0.0003094281871858,30,0.0015167594047543,0.001395937852943,0.0011939375289625,0.0015982081446489,0.0004680122454708,0.2933333333333333,-0.0708333333333333,0.34375,6.308505726975227,0.0426702696024829,582.0,0.051877131053959,446.0,0.637014020321811,645.0,0.0204965832588883,0.526834887246048,0.3303519167305191,0.9557176373752148,0.8638351192387718,0.9565217391304348,0.0016186033277992,1.676149235549724,"The couple reflects on their journey together, finding happiness in each other's company.",False,1.025385581433124,0.2933333333333333,Top ↑,Tier 2
365,Morning Grooming In Bathroom,30,0.0020753925318731,0.0020281713032034,0.0017970906640032,0.0023086003854629,0.0003889851968254,32,0.001952683967768,0.001933070033337,0.0015971113419827,0.0022372729793404,0.0006081940680652,30,0.0019233853008765,0.0018092483559486,0.0013545512894511,0.0022004153031958,0.0007216691147172,0.2911111111111111,0.1729166666666666,0.0854166666666666,3.601390836839641,0.1651839762905091,581.0,0.0536852532867982,563.0,0.2452000867324996,521.0,0.5683527786758931,0.5878891810726522,0.3303519167305191,0.8556982618623966,0.8836075805125092,1.0,0.0019831437168594,2.0020153920695463,"She looks at her reflection in the bathroom mirror, her eyes meeting her own as she prepares for the day.",False,0.9531097964816236,0.2911111111111111,Top ↑,Tier 2
75,Bedroom Encounter,30,0.0025129161890571,0.002424161624552,0.0020023336171795,0.0029125439518816,0.0008992334539632,32,0.0023500917778765,0.002133453226192,0.0018102882581898,0.002965263595643,0.0007731743079635,30,0.0020895640377066,0.0018398953810021,0.0014182724220457,0.002604118693626,0.0008245709570095,0.2911111111111111,0.125,0.23125,4.557430458158024,0.102415702943179,581.0,0.0536852532867982,540.0,0.4019681956154475,591.0,0.119591043939614,0.5662475925234756,0.3303519167305191,0.8878722574664448,0.8836075805125092,0.9891304347826086,0.0023182319966843,2.418321188374706,"The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment.",False,0.8800787524134174,0.2911111111111111,Top ↑,Tier 2
202,Hatred-fueled Argument,30,0.0041940489214687,0.0040928521960878,0.0036373338012062,0.0045119450831014,0.0008268457840343,32,0.0045779925620923,0.0045428745242771,0.0041753975627712,0.0051964324761608,0.0007872102606233,30,0.0045067108350789,0.0045138199870954,0.0041175682312238,0.0048707910974001,0.0007326087901504,-0.2911111111111111,-0.30625,0.0604166666666666,5.457129499766268,0.0653129628674006,319.0,0.0536852532867982,333.0,0.0390570836696214,509.0,0.6880901161436235,0.5642347558174883,0.3303519167305191,0.803254353877682,0.9121194562834078,1.0,0.0044295495074281,1.461340625809809,"She and he argue heatedly in the kitchen, fueled by long-standing hatred.",False,1.0064367734249602,0.2911111111111111,Trash ↑,Tier 2
22,Resisting Temptation,30,0.001538814982416,0.001509901851681,0.0012649778469865,0.0018309399745003,0.0003819425054127,32,0.0014619902364863,0.0013430084398509,0.0010251103223286,0.0016547081404604,0.0006119816870718,30,0.001394734114513,0.0012970422537866,0.0010427915450108,0.0015981751961189,0.0005274965740082,0.2866666666666667,0.2083333333333333,0.05,3.799205236091609,0.1496280669037636,579.0,0.0574595460285452,580.0,0.1610504220084861,504.0,0.7406303229269524,0.5843354567918143,0.3303519167305191,0.803254353877682,0.9176526394995788,0.8043478260869565,0.0014651104399503,2.5272151197365305,"She struggles with her desire, trying to make the right choice.",False,0.8894673182955678,0.2866666666666667,Top ↑,Tier 2
9,Marriage Ceremony Planning,30,0.004863123317793,0.0037596111741784,0.0022935037946545,0.0059511060048221,0.0036963815286838,32,0.0040816653577519,0.0032167957856828,0.0018645966799499,0.0042839956779912,0.0031479594548185,30,0.0040653875765982,0.0022168807014418,0.0017740276696053,0.0040473098200124,0.0042686803777617,0.2866666666666667,0.1604166666666666,0.175,4.107103202431006,0.1282784995101343,579.0,0.0574595460285452,557.0,0.2812249485360865,564.0,0.2395257496720907,0.5697564523696877,0.3303519167305191,0.8734726646103013,0.8836075805125092,0.9891304347826086,0.0043311806334761,4.472238740390678,"The couple plans their wedding ceremony, discussing details and arrangements.",False,0.85561925185624,0.2866666666666667,Top ↑,Tier 2
33,Business Discussion,30,0.0023105002926826,0.0021845509735314,0.0015881221362913,0.0026530455744886,0.0010191646965732,32,0.0024347847524483,0.0021366685590091,0.0018895593104697,0.0030429361391582,0.0009464934237137,30,0.0027978889391733,0.00249598408222,0.0019456350083276,0.0031864195702349,0.0012913340948129,-0.2844444444444444,-0.1083333333333333,-0.1708333333333333,3.615883590462829,0.163991317401798,322.0,0.0594279151689524,428.0,0.4681919118125999,398.0,0.2509680700975065,0.5878891810726522,0.3303519167305191,0.904641999095532,0.8836075805125092,0.9891304347826086,0.0025126607503698,2.823964871994185,The couple discusses business matters at the dinner table.,False,0.856042507893096,0.2844444444444444,Trash ↑,Tier 2
303,Living Life To Fullest,30,0.0015590112538724,0.0016079340977494,0.0013461318426057,0.0018296210575552,0.0004082128289541,32,0.0015250705580118,0.0015288099872966,0.001181522124178,0.0017864131773041,0.000496913116334,30,0.0013167218495278,0.0014360247891411,0.000813062206355,0.0016104506707089,0.0005543209760831,0.28,0.1041666666666666,0.2041666666666666,3.8949041608227617,0.1426370366870453,576.0,0.0635326507348074,530.0,0.4856449387719904,578.0,0.1696355912946409,0.5843354567918143,0.3303519167305191,0.9075987380329,0.8836075805125092,0.8369565217391305,0.0014681983799824,1.887072085372756,She contemplates the meaning of living life to the fullest.,False,0.9507913877548676,0.28,Top ↑,Tier 2
