taxonomy_main_group,taxonomy_main_name,topic_id,label,cliffs_top_trash,abs_cliffs_top_trash,top_median,trash_median,prevalence,mass,author_dominance_flag,keywords,scene_summary
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,97,Eyes Closed In Intimacy,0.34,0.34,0.0019068068612623462,0.0013984014415269344,0.7391304347826086,0.0016982550857143604,low,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",She closed her eyes as he leaned in for a kiss.
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,36,Kneeling For Intimacy,0.33111111111111113,0.33111111111111113,0.002249664473563365,0.001557315000220404,0.8152173913043478,0.0021745005797238317,low,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides","She kneels in front of him, her hands on his knees, looking up at him."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,75,Bedroom Encounter,0.2911111111111111,0.2911111111111111,0.002424161624552003,0.0018398953810021138,0.9891304347826086,0.002318231996684361,low,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge","The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,285,Size Comparison Conversation,0.24444444444444444,0.24444444444444444,0.0020693781156562807,0.0017971266080471495,0.967391304347826,0.0019003236356088873,low,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger","The couple compares the size of objects, leading to flirtatious banter."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,317,Scent-induced Intimacy,-0.2111111111111111,0.2111111111111111,0.0021951503899734024,0.0026136300759999585,0.9130434782608695,0.0023232021079623156,low,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers","She notices his scent, triggering intimate thoughts and actions."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,211,Hair Play During Intimacy,-0.2088888888888889,0.2088888888888889,0.002098295548918245,0.002774211717005426,0.9239130434782609,0.002459684985636638,low,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid","She runs her fingers through his hair, playing with the strands as they sit close together."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,171,Bedroom Intimacy,0.2,0.2,0.004024152836400272,0.0035712484299867337,1.0,0.0040379407451686085,low,"bed, mattress, bedroom, edge, sits, carries, covers, pushes, pillow, crawls","The couple sits on the bed, legs touching, as they share intimate moments."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,47,Hair And Neck game,0.18888888888888888,0.18888888888888888,0.0008426065142141347,0.0007000743128677779,0.32608695652173914,0.0009540951133153249,low,"hair, makeup, mascara, lipstick, drag, nape, hairs, rises, bun, strand",He gently runs his fingers through her hair and kisses her neck.
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,184,Low Voice Conversations,0.17333333333333334,0.17333333333333334,0.002265219061540473,0.0020512857301835893,0.9782608695652174,0.0025347254105243526,low,"low, lowers, trails, gruff, husky, hoarse, drops, rough, speaks, soft","He speaks to her, his voice low, in a quiet, intimate setting."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,125,Mid-flight Makeout,0.16444444444444445,0.16444444444444445,0.00301524041665119,0.002888268418659774,1.0,0.0030356931053252727,low,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",The couple passionately kisses throughout their flight.
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,21,Parked Car Makeout,0.10666666666666667,0.10666666666666667,0.002179357698202688,0.0021271425261032723,1.0,0.0024932151737197756,low,"car, driver, limo, parked, parking, cars, driveway, suv, curb, cab","The couple, parked in his car, engages in passionate kissing."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,12,Tender Forehead Kisses,0.08388888888888889,0.08388888888888889,0.0010230397436911077,0.0012894132440705829,0.5217391304347826,0.003145171089922041,low,"kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft","He tenderly kisses her forehead, leaning in with soft lips."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,164,Eye Contact And Connection,0.06222222222222222,0.06222222222222222,0.0009503654722563921,0.0009424419522368046,0.41304347826086957,0.001008942903699242,low,"locked, stare, gazes, stared, lock, othera, moment, staring, meet, air","The couple's gazes lock, creating a moment of intense connection."
"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,13,Playful Laughter And Smiles,0.04111111111111111,0.04111111111111111,0.0021576341799731,0.0020849033836401612,0.7717391304347826,0.0027918837584229076,low,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",The couple shares playful laughter and smiles while looking at each other.
"Work, Wealth, Status & Institutions",Shared Workplaces & Professional Interaction,212,Office Work At Desk,0.21166666666666667,0.21166666666666667,0.0020556598920946044,0.0018548485925502585,0.9836956521739131,0.0021429440346176025,low,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight","She sits at her desk in the office, staring at her computer screen."
