label,topic_id,cliffs_top_trash,top_median,trash_median,mw_top_trash_p,prevalence,mass,keywords,label_is_noise,abs_cliffs_top_trash
Evasive Answers,214,0.35555555555555557,0.0003358821749137545,0.00030572341953495836,0.0183679594713855,0.03260869565217391,0.0005679543556544569,"lottiea, asks, says, question, questiona, omg, connect, answer, say, whata",False,0.35555555555555557
Lip Biting During Intimacy,39,0.35555555555555557,0.0018082148876089623,0.0012343663838798422,0.0183679594713855,0.717391304347826,0.0015708272716177835,"lip, bite, teeth, nose, tongue, mouth, bridge, grit, lick, chew",False,0.35555555555555557
Compromising Photoshoot,266,0.35333333333333333,0.0006276391192753105,0.0005562499439757851,0.01911239675982854,0.043478260869565216,0.0008445615752310884,"shots, client, grinned, wouldn, compromising, photos, assured, meridian, explicit, le",False,0.35333333333333333
Work At Desk,259,-0.3511111111111111,0.0015826455512684516,0.0022482779423601646,0.01988307641391072,0.9456521739130435,0.0019339440054519665,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat",False,0.3511111111111111
Emotional Throat Tightness,176,0.3466666666666667,0.0012790489326535241,0.0009877559250653439,0.021506179932511887,0.5869565217391305,0.0012299142020270556,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough",False,0.3466666666666667
Birdwatching In Park,218,0.3466666666666667,0.0005098467797611295,0.0003411593795430765,0.021506179932511887,0.10869565217391304,0.0005697641988435375,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics",False,0.3466666666666667
Boss's Boss Interaction,60,-0.34444444444444444,0.000835168180512333,0.0009735275302801896,0.022360148062659704,0.391304347826087,0.0012906070163295682,"bossa, ceos, employee, bosses, board, company, manager, job, hea, youa",False,0.34444444444444444
Bluffing About Feelings,66,0.34444444444444444,0.0006211216781549774,0.0005412188083024261,0.022360148062659704,0.03260869565217391,0.0011753728713222277,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",False,0.34444444444444444
Clever Insults During Argument,262,0.34444444444444444,0.0004518784139950949,7.483715808362101e-05,0.022360148062659704,0.2391304347826087,0.0006309585680235856,"imply, clever, honestly, gives, , , , , , ",False,0.34444444444444444
Eyes Closed In Intimacy,97,0.34,0.0019068068612623462,0.0013984014415269344,0.02415688464281263,0.7391304347826086,0.0016982550857143604,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",False,0.34
Tearful Emotional Moment,239,0.3377777777777778,0.0013270539423551045,0.0010814569645171668,0.02510128272933511,0.7282608695652174,0.0013254884180322218,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled",False,0.3377777777777778
Holiday Celebration,148,0.3377777777777778,0.0005369613962395276,0.0004678781698543636,0.02510128272933511,0.07608695652173914,0.0006074161523947049,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",False,0.3377777777777778
Scowling At Beeps,366,0.3333333333333333,0.00010673383219303854,7.412153867724619e-05,0.027086318388295935,0.021739130434782608,0.00018246347020795244,"scowl, beeping, beeps, beeped, crews, frowning, galloped, spelling, bees, mango",False,0.3333333333333333
Kneeling For Intimacy,36,0.33111111111111113,0.002249664473563365,0.001557315000220404,0.02812866989728732,0.8152173913043478,0.0021745005797238317,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides",False,0.33111111111111113
Breakup Reflection,197,0.33111111111111113,0.00023535011168490774,0.00021689091703120164,0.02812866989728732,0.03260869565217391,0.0004209485559190838,"breakera, asks, closure, margaritas, refer, rule, joins, numbers, says, uh",False,0.33111111111111113
Feminist Identity Affirmation,310,0.3288888888888889,0.0017123729277982542,0.0014598738672286107,0.029205409568445008,0.9891304347826086,0.0017288272203626646,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",False,0.3288888888888889
Emotional Conversation Around Table,268,0.32666666666666666,0.00018845883980741018,0.00015828790701619908,0.030317428813310024,0.03260869565217391,0.0002991864263809872,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props",False,0.32666666666666666
Awkward Questions At Door,139,-0.3244444444444444,0.0024182332801837127,0.004090348407709957,0.03146563257725609,0.9565217391304348,0.0030787500352812136,"asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh",False,0.3244444444444444
Silent Staring Conversation,59,0.32222222222222224,0.0002845281716744024,0.00026515589691064134,0.0023533517842559385,0.043478260869565216,0.0005494385096365831,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks",False,0.32222222222222224
Exiting Through Doorways,27,-0.32,0.002323373366033391,0.0033924878247967643,0.03387428012952025,0.9891304347826086,0.002992231612481741,"door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",False,0.32
Disco Night Adventure,226,0.32,0.0015194963393711314,0.001297129581893736,0.03387428012952025,0.8586956521739131,0.0018087465178986046,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",False,0.32
Wheelchair Bonding,230,0.32,0.00018643184898447948,0.00017036681572821634,0.03387428012952025,0.021739130434782608,0.00039067959327654893,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told",False,0.32
Press Conference Speech,251,0.31777777777777777,0.0006855549483218498,0.0005892921092702374,0.03513659994217983,0.09782608695652174,0.000936700266697358,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",False,0.31777777777777777
Archery Practice,138,0.31555555555555553,0.00029938618061182255,0.0002760142559707841,0.036438855913451085,0.03260869565217391,0.0005386941599862099,"sailora, sailors, archery, promised, sparrowa, cards, tapes, arrows, broccoli, pact",False,0.31555555555555553
Midnight Clock Glance,245,0.31333333333333335,0.0017578098457868944,0.001525963035313451,0.03778201789416722,0.9565217391304348,0.001744221806520246,"clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour",False,0.31333333333333335
Reluctant Relationship Talk,272,-0.31333333333333335,0.0013074466502160896,0.0016124137172481893,0.03778201789416722,0.8043478260869565,0.0014499784344882735,"answered, says, told, tell, quickly, asks, assured, reada, girlfriend, introduce",False,0.31333333333333335
Prolonged Waiting,339,0.31333333333333335,0.001153390884236954,0.0009048561501245271,0.03778201789416722,0.5869565217391305,0.0011048972814427945,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate",False,0.31333333333333335
Phone Ringing And Answering,54,-0.30666666666666664,0.003641069482812059,0.0051139357580521575,0.04206682132383563,0.9782608695652174,0.00437208493122179,"rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings",False,0.30666666666666664
Clitoral Stimulation During game,308,-0.3022222222222222,0.0011529965543723877,0.0012909248701571242,0.045146208380795055,0.7065217391304348,0.001214183335979425,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",False,0.3022222222222222
Intimate Breast And Nipple Kissing,1,-0.29777777777777775,0.0031262891610535906,0.00412240498117305,0.048413499464813624,0.9891304347826086,0.013795467902514574,"kissed, hips, tongue, breasts, mouth, body, arms, slid, neck, thighs",False,0.29777777777777775
Painful Emotional Burden,69,0.29777777777777775,0.0013722037323352556,0.0011790193865033518,0.048413499464813624,0.8152173913043478,0.001294713477406895,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",False,0.29777777777777775
Kitchen Conversation,142,0.29333333333333333,0.0017069118380278019,0.0015082962584908241,0.051877131053959046,0.967391304347826,0.0017530332704771277,"kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens",False,0.29333333333333333
Pursuit Of Happiness,178,0.29333333333333333,0.0015983759660383,0.0013959378529430182,0.051877131053959046,0.9565217391304348,0.0016186033277992425,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent",False,0.29333333333333333
Bedroom Encounter,75,0.2911111111111111,0.002424161624552003,0.0018398953810021138,0.05368525328679823,0.9891304347826086,0.002318231996684361,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge",False,0.2911111111111111
Hatred-fueled Argument,202,-0.2911111111111111,0.004092852196087874,0.004513819987095438,0.05368525328679823,1.0,0.004429549507428104,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred",False,0.2911111111111111
