topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,keywords,label_is_noise,primary_categories,secondary_categories,taxonomy_main_name,taxonomy_main_group,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_name,taxonomy_secondary_group,radway_main_name,radway_phase_name,radway_phase,radway_confidence,radway_is_none,middle_relative,abs_cliffs_top_trash
11,Wine Tasting At Dinner,30,0.007550722817174085,0.006958756216417989,0.005851146386861888,0.009967144546840374,0.003288451303966936,32,0.009063106209312041,0.008744957156595269,0.006549901844672571,0.01135472713965867,0.0036523937308651972,30,0.009594775558990623,0.00915983710249044,0.006028774618892927,0.013304172286520099,0.00477606203010233,-0.2311111111111111,-0.23958333333333334,-0.041666666666666664,3.3566123188405754,0.18668993135645434,346.0,0.12597019317097233,365.0,0.10678013474771023,460.0,0.7835658377298897,0.5971443323183091,0.41150263102517626,0.7958969899656057,0.939731057137595,1.0,0.008743308151988332,2.091516721648476,"The couple sits at a dinner table, sipping wine and waiting for their food.","wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",False,"social_setting, romance_core","setting:restaurant, activity:dinner, activity:wine_tasting",Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.9547066135867164,0.2311111111111111
12,Tender Forehead Kisses,60,0.0031063086895919876,0.0010230397436911077,0.0003372980674418594,0.004991666866572958,0.0038675779499385433,64,0.003356431752117224,0.0016359917972613054,0.00032565172154958613,0.0052565362590242005,0.0048383149085338825,60,0.0029586887839105664,0.0012894132440705829,0.00032600464749562024,0.0038834394337440743,0.0038876927104234214,0.08388888888888889,0.027083333333333334,0.04791666666666667,0.5978730904818121,0.7416064664016686,1951.0,0.4295744080419519,1972.0,0.7967928153039826,2012.0,0.6473117022902591,0.9204284411301258,0.6885234670952781,0.955284819810491,0.8952738463127374,0.5217391304347826,0.003145171089922041,10.419183307541452,"He tenderly kisses her forehead, leaning in with soft lips.","kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft",False,"romance_core, physical_affection","setting:bedroom, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,1.268787704722056,0.08388888888888889
13,Playful Laughter And Smiles,60,0.0027094336658056574,0.0021576341799731,0.001167664517165209,0.0040569802845698485,0.001934698421857394,64,0.00284642769092626,0.0020172721582501565,0.0010772910716851025,0.004289361617528212,0.002207636089749446,60,0.002816153656369914,0.0020849033836401612,0.0008246197403933456,0.0039635014908002185,0.0024175610417630448,0.04111111111111111,0.0046875,0.042708333333333334,0.21281396886013226,0.8990586707267325,1874.0,0.6996633470276692,1929.0,0.9661001117518123,2002.0,0.6836407941442606,0.9788387945245891,0.879064205239892,0.986285836823889,0.91125447813615,0.7717391304347826,0.0027918837584229076,3.4505744854876275,The couple shares playful laughter and smiles while looking at each other.,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",False,"romance_core, physical_affection","setting:living_room, activity:laughing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,high,False,0.9349462867614925,0.04111111111111111
14,Playful Smiling Interactions,30,0.0033924749287981603,0.002970958555375859,0.0025061885365217735,0.0038243190546418744,0.0012645649266874222,32,0.0032545660969042008,0.00287691622361989,0.002394812535739474,0.0037572523621574303,0.0015192622056328165,30,0.0033173878448305733,0.002593679501892147,0.002011312429836022,0.003922110801046334,0.0020041857275048184,0.18444444444444444,0.0875,0.08125,1.4267151706404206,0.48999622826757117,533.0,0.22257289646656508,522.0,0.5588402297835617,519.0,0.5876068182859993,0.7780958624804486,0.4893750223591784,0.9489217763156519,0.8824361808307414,0.9891304347826086,0.0033200217207586566,2.4669339250799958,The couple exchanges playful smiles and laughter while interacting.,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",False,"romance_core, physical_affection","setting:various, activity:smiling, activity:laughing","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,,,Heroine responds warmly to hero's tenderness,Turning Point & Recognition,II,high,False,0.9683460987968304,0.18444444444444444
16,Intergenerational Family Bonding,30,0.002162684383442573,0.0020868728552165036,0.0012509438327463324,0.002896312934159461,0.0011455127533376865,32,0.002070832206320786,0.0020934269149870646,0.0016252307686910987,0.002475646452028599,0.0008157889738073646,30,0.0017637549587952136,0.0014376587060850785,0.001008294043477291,0.0020461045368990734,0.001301897454156133,0.24,0.0125,0.30416666666666664,4.482795698924747,0.10630979537675538,558.0,0.11198687208268976,486.0,0.9382476885285457,626.0,0.0404133389117554,0.5605279198717233,0.3959948157150782,0.9722627104691576,0.8663609529207564,0.8260869565217391,0.0020006501181456383,3.4943519746817646,"The youngest grandson sits with his older uncles, reminiscing about their fathers' shared history.","fathera, parents, died, dada, older, fathers, children, kids, grandson, hea",False,"domestic_life, relationship_conflict","setting:home, activity:reminiscing",Family & Kinship,Social World Outside Couple,high,False,,,None of the above,Not a narrative function,NA,high,True,1.0031405648121408,0.24
17,17____,30,2.8400910659679234e-06,2.62300203723667e-06,2.436178741754174e-06,2.999349547925081e-06,7.00181238434043e-07,32,2.873882371270999e-06,2.692826342301231e-06,2.500894184342231e-06,3.2675158690813964e-06,6.582307139439576e-07,30,2.7162290082707135e-06,2.674797832754521e-06,2.3644025127482837e-06,2.8854273839391256e-06,5.352334104876801e-07,0.09555555555555556,-0.06041666666666667,0.125,0.8523112435717621,0.6530147108973479,493.0,0.5297824906260176,451.0,0.6880901161436235,540.0,0.4019681956154475,0.8774145953939209,0.779894396071777,0.955284819810491,0.8824361808307414,0.0,2.8114547620416424e-06,2.069529060862772,,", , , , , , , , , ",,,,,,,False,,,,,NA,,False,1.0067025025506295,0.09555555555555556
18,18____,30,3.2676459548576313e-06,3.0179161599110333e-06,2.800834779992198e-06,3.4496596927127262e-06,8.050482562760567e-07,32,3.3043754326876145e-06,3.0964518237135958e-06,2.8742304413805403e-06,3.7565646854593217e-06,7.55887624347838e-07,30,3.124944865925956e-06,3.0766741336320693e-06,2.7192449199388625e-06,3.3193501439009483e-06,6.165251244775647e-07,0.09777777777777778,-0.06041666666666667,0.125,0.8633444366525964,0.6494222105008267,494.0,0.5201446121616038,451.0,0.6880901161436235,540.0,0.4019681956154475,0.8769756622117463,0.7723359392702602,0.955284819810491,0.8824361808307414,0.0,3.233888461625122e-06,2.0668259585816653,,", , , , , , , , , ",,,,,,,False,,,,,NA,,False,1.0063955588635614,0.09777777777777778
19,Adrenaline-fueled game,30,0.0033082702437427546,0.0027537800542741997,0.0022718211760052636,0.004222283057104415,0.0017718122602057111,32,0.0027815594876949503,0.002485878052753848,0.0014777405000598784,0.0040034831747843905,0.0017501899790937719,30,0.002595247511147917,0.0022765319114891143,0.0008622714717987993,0.003817731495698121,0.0019506761782572823,0.27555555555555555,0.20416666666666666,0.07708333333333334,3.6789825853202274,0.15889823825040567,574.0,0.06786886081944325,578.0,0.1696355912946409,517.0,0.6071572556153206,0.5798095289349909,0.32695841250741015,0.7958969899656057,0.8824361808307414,0.8152173913043478,0.0028925590897060714,3.0200100399401415,She feels her heart race and stomach flutter as he traces her veins with his fingers during intense foreplay.,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",False,"sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:touching",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,,,Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.902714782403913,0.27555555555555555
20,Eye Contact And Staring,60,0.0029288813013220744,0.0024616091546514345,0.0019408582783055897,0.003517025595474658,0.0015823087965846142,64,0.002921306833518421,0.002555206627849426,0.002009884245577425,0.0037496917983664353,0.0014569607707653953,60,0.0029943100553420096,0.0025826798532891265,0.001480360939549278,0.003880889917579557,0.0021575000237947046,0.03722222222222222,-0.025,0.049479166666666664,0.26895380434780236,0.8741730701409385,1867.0,0.7270634234128514,1872.0,0.8122689192015151,2015.0,0.636569941736409,0.9766819643594199,0.892124987594545,0.955284819810491,0.8918196284505353,0.9510869565217391,0.002947582167092522,4.476104003169071,"The couple's gazes meet and hold, their expressions intense.","gaze, stare, staring, looks, stares, look, stared, glares, glances, looked",False,"romance_core, physical_affection","setting:face_to_face, activity:staring",Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",high,False,,,Heroine interprets hero's behaviour as purely sexual interest,Initial Conflict & Isolation,I,medium,False,0.9893624738889105,0.03722222222222222
21,Parked Car Makeout,30,0.002514270431756449,0.002179357698202688,0.0019005755145649133,0.002793554094669984,0.0009925045126083318,32,0.002562635506625586,0.0023342281284297875,0.0017787330413229717,0.003257176870868514,0.000904175594841203,30,0.002398111560583572,0.0021271425261032723,0.0017355229149006572,0.002777481074819294,0.0010065353967558966,0.10666666666666667,-0.010416666666666666,0.14375,0.9664212248714534,0.6167999039625762,498.0,0.4825169043645008,475.0,0.9494586820457005,549.0,0.3346026954191381,0.8706270249348298,0.7290894193701487,0.9750428980289678,0.8824361808307414,1.0,0.0024932151737197756,2.351450577161669,"The couple, parked in his car, engages in passionate kissing.","car, driver, limo, parked, parking, cars, driveway, suv, curb, cab",False,"romance_core, physical_affection","setting:car, activity:kissing",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,1.0710623700040538,0.10666666666666667
22,Resisting Temptation,30,0.001538814982416008,0.0015099018516810522,0.001264977846986502,0.0018309399745003202,0.0003819425054127764,32,0.001461990236486382,0.0013430084398509895,0.0010251103223286985,0.0016547081404604772,0.0006119816870718214,30,0.0013947341145130697,0.0012970422537866033,0.0010427915450108216,0.001598175196118906,0.0005274965740082158,0.2866666666666667,0.20833333333333334,0.05,3.799205236091609,0.14962806690376362,579.0,0.05745954602854528,580.0,0.16105042200848618,504.0,0.7406303229269524,0.5798095289349909,0.32695841250741015,0.7958969899656057,0.9170606178595611,0.8043478260869565,0.0014651104399503972,2.5272151197365305,"She struggles with her desire, trying to make the right choice.","didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",False,"romance_core, relationship_conflict","setting:mind, activity:thought",Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",high,False,,,Heroine responds with anger or coldness,Initial Conflict & Isolation,I,medium,False,0.8894673182955678,0.2866666666666667
23,Board Game Around Table,30,0.0009491177188751544,0.0004237417148384684,0.00038847052588616255,0.00045176834387357004,0.002914247638552851,32,0.003116240086242442,0.0004358704412498344,0.0003886667292283033,0.00047104081979029434,0.009063668354980143,30,0.0005313992335749342,0.00041767350892922995,0.000384078270809686,0.00047322067780841497,0.0004838176728355714,-0.011111111111111112,-0.13333333333333333,0.12083333333333333,1.0062529219261478,0.6046373265405001,445.0,0.9469559422255942,416.0,0.37107853940374946,538.0,0.4179749516143205,0.8605419211758984,0.9753930576077442,0.8716791045562524,0.8824361808307414,0.07608695652173914,0.0015666868623180521,26.134674017965633,"The couple sits around a table, playing a board game, their hands occasionally touching.","reesea, merinaa, gwynetha, taga, board, hadna, gave, told, cadea, wasna",False,"domestic_life, physical_affection","setting:table, activity:board_game","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,1.0286226801005927,0.011111111111111112
24,Phone Notifications During Night,30,0.0015438510913257067,0.001535355604392195,0.001100612310005052,0.0021060778136974614,0.0007281644892002409,32,0.001326283788662369,0.001240547925494879,0.0007311840076187498,0.0018818800557806182,0.000732126282308806,30,0.0014099884423955768,0.0011379554365834187,0.00046157563971121064,0.001830310220553581,0.0013004524898339934,0.24888888888888888,0.19375,0.07708333333333334,3.1400654511453467,0.20803837407068898,562.0,0.09925760823982568,573.0,0.19259314917535064,517.0,0.6071572556153206,0.6335205571022435,0.3782817736251135,0.7958969899656057,0.8824361808307414,0.6413043478260869,0.0014245246440090687,4.6593164622525745,"She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.","rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse",False,"domestic_life, relationship_conflict","setting:bedroom, activity:texting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.8079873100064312,0.24888888888888888
26,Nighttime Fun Planning,30,0.0018336457155690232,0.0017642244717206489,0.0014086121786927117,0.00224497243490114,0.0005785226233103584,32,0.00208320565371177,0.0017954945421316893,0.0013094187474332656,0.002561073000877076,0.001059878603635161,30,0.001788362372690902,0.0017834292810830587,0.0013495083295835342,0.002078265656817091,0.0005479119091327756,0.04888888888888889,-0.041666666666666664,0.07291666666666667,0.2846628097241819,0.867333770222865,472.0,0.7505872315223063,460.0,0.7835658377298897,515.0,0.6269929056401264,0.9722074613936035,0.8948874063557118,0.955284819810491,0.8886717629527411,0.9565217391304348,0.0019056828648540693,2.4330778174222463,The couple discusses and plans their evening activities during the night.,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",False,"romance_core, social_setting","setting:nighttime, activity:planning","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,"Time, Seasons & Temporal Framing","Spaces, Time, Activities & Objects",Hero treats heroine tenderly,Turning Point & Recognition,II,low,False,1.006765146507401,0.04888888888888889
27,Exiting Through Doorways,30,0.0025444435948924773,0.002323373366033391,0.0016689335351025058,0.002848363649481964,0.0013134631900162722,32,0.0030073483277152906,0.002383786230520988,0.0019925026362236573,0.004034949760094168,0.0016310752610242322,30,0.0034238951338218843,0.0033924878247967643,0.002031648063613587,0.0047970645072795805,0.001601978613919448,-0.32,-0.15208333333333332,-0.14166666666666666,4.3037137681159265,0.11626806089344002,306.0,0.03387428012952025,407.0,0.30714640203164334,412.0,0.3417066556295937,0.5605279198717233,0.30855314613569895,0.8716791045562524,0.8824361808307414,0.9891304347826086,0.002992231612481741,2.369601187743508,"She opened the door and stepped out into the hallway, leaving him behind in the car.","door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",False,"domestic_life, social_setting","setting:doorway, activity:exiting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.7026660914832276,0.32
28,Unclear Feelings Conversation,30,0.0005781802746815113,0.000570394998902857,0.0005456536388800403,0.0006174096073396189,7.723161758502386e-05,32,0.00053740271060868,0.0005481033919951514,0.00048497217860428855,0.0005854683384098183,7.2022722180385e-05,30,0.0005912977896574265,0.0005717873543536438,0.0005029845238968889,0.0006226378413000026,0.0001828726632229518,0.08,0.3375,-0.18541666666666667,4.725406147732542,0.09416534299373269,486.0,0.5996894845123704,642.0,0.022913517319640066,391.0,0.2125432751706885,0.5605279198717233,0.8227739727509722,0.7958969899656057,0.8824361808307414,0.010869565217391304,0.000568274224670064,2.45358680984238,"The couple sits at a table, struggling to express their feelings.","dona, want, say, need, think, talk, really, anymore, anybody, flatter",False,"romance_core, relationship_conflict","setting:table, activity:conversation","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),medium,False,,,Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.9585789051890528,0.08
29,Time Perception Distortion,30,0.002652804667946549,0.0026024928679304294,0.002114639582721228,0.0031711873895378913,0.0007433102779764186,32,0.0030151111259308517,0.0029918255533765608,0.0024322439471977193,0.0034223950825965762,0.000893449477105755,30,0.0026810665153399146,0.0024954761648563707,0.0020010708160464754,0.0033379495898476852,0.0008969972964890362,0.0022222222222222222,-0.24375,0.2,3.0574304581580236,0.21681404483210867,451.0,0.9941019213254952,363.0,0.10079578681326837,576.0,0.17855941151214416,0.638348204198026,0.9941019213254952,0.7958969899656057,0.8824361808307414,1.0,0.002788040125308491,2.1912988020767306,"She felt like hours had passed, but it was only minutes.","minutes, weeks, months, days, week, hours, years, month, seconds, hour",False,"romance_core, relationship_conflict","setting:undefined, activity:waiting",Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,,,None of the above,Not a narrative function,NA,high,True,1.1495998606888604,0.0022222222222222222
